ID,feed_type,feed_shape,feed_particle_size,feed_LHV,C,H,N,S,O,feed_ash,feed_moisture,feed_VM,feed_FC,feed_cellulose,feed_hemicellulose,feed_lignin,temperature,operating_condition,operating_pressure,residence_time,steam_biomass_ratio,ER,gasifying_agent,reactor_type,bed_material,catalyst,scale,N2,H2,CO,CO2,CH4,C2Hn,gas_LHV,gas_tar,gas_yield,char_yield,CGE,CCE,Reference
298,woody biomass,chips,2,16.06,41.8,5.3,0.2,NaN,52.7,2.36,11.1,83.69,13.95,NaN,NaN,NaN,650,continuous,111.46,NaN,0.8,NaN,steam,fluidised bed,silica,0,lab,0,38,27.5,20,9,5.5,13.3,103.03,0.57,203.98,47.45,39.29,"Herguido, Ind. Eng. Chem. Res. 1992, 31, 1274-1282"
299,herbaceous biomass,other,NaN,12.3,40.8,5.5,0.3,NaN,53.4,15.11,10,67.44,17.44,NaN,NaN,NaN,780,continuous,111.46,NaN,0.8,NaN,steam,fluidised bed,silica,0,lab,0,51.5,22,18.5,7,1,11.7,35.71,0.86,137.52,81.39,50.73,"Herguido, Ind. Eng. Chem. Res. 1992, 31, 1274-1282"
300,herbaceous biomass,other,NaN,12.3,40.8,5.5,0.3,NaN,53.4,15.11,10,67.44,17.44,NaN,NaN,NaN,750,continuous,111.46,NaN,0.8,NaN,steam,fluidised bed,silica,0,lab,0,53,18,18.5,6,4.5,12.1,44.66,0.79,145.16,77.41,41.93,"Herguido, Ind. Eng. Chem. Res. 1992, 31, 1274-1282"
301,herbaceous biomass,other,NaN,12.3,40.8,5.5,0.3,NaN,53.4,15.11,10,67.44,17.44,NaN,NaN,NaN,700,continuous,111.46,NaN,0.8,NaN,steam,fluidised bed,silica,0,lab,0,53,17.5,18,9,2.5,12.4,68.35,0.6,164.26,60.84,33.59,"Herguido, Ind. Eng. Chem. Res. 1992, 31, 1274-1282"
302,herbaceous biomass,other,NaN,12.3,40.8,5.5,0.3,NaN,53.4,15.11,10,67.44,17.44,NaN,NaN,NaN,650,continuous,111.46,NaN,0.8,NaN,steam,fluidised bed,silica,0,lab,0,41.5,24.5,21.5,9,3.5,13.1,86.3,0.56,221.56,59.4,38.3,"Herguido, Ind. Eng. Chem. Res. 1992, 31, 1274-1282"
303,woody biomass,particles,1.75,18.54,50.26,6.72,0.16,0.2,42.66,0.36,5.01,81.81,17.83,43.5,19.5,33,700,batch,NaN,40,1,NaN,steam,fluidised bed,silica,0,lab,0,51,19,17,13,0,10.83,17.5,1.32,NaN,77.12,65.31,"Fremaux, Energy Convers. Manag. 2015, 91, 427-432"
304,woody biomass,particles,1.75,18.54,50.26,6.72,0.16,0.2,42.66,0.36,5.01,81.81,17.83,43.5,19.5,33,800,batch,NaN,40,1,NaN,steam,fluidised bed,silica,0,lab,0,51,NaN,NaN,NaN,NaN,13.45,15.5,1.55,NaN,112.47,NaN,"Fremaux, Energy Convers. Manag. 2015, 91, 427-433"
305,woody biomass,particles,1.75,18.54,50.26,6.72,0.16,0.2,42.66,0.36,5.01,81.81,17.83,43.5,19.5,33,900,batch,NaN,40,1,NaN,steam,fluidised bed,silica,0,lab,0,59,NaN,NaN,NaN,NaN,13.72,12.5,1.66,NaN,122.87,NaN,"Fremaux, Energy Convers. Manag. 2015, 91, 427-434"
306,woody biomass,particles,1.75,18.54,50.26,6.72,0.16,0.2,42.66,0.36,5.01,81.81,17.83,43.5,19.5,33,900,batch,NaN,40,0.5,NaN,steam,fluidised bed,silica,0,lab,0,58,NaN,NaN,NaN,NaN,13.12,15,1.36,NaN,96.26,NaN,"Fremaux, Energy Convers. Manag. 2015, 91, 427-435"
307,woody biomass,pellets,NaN,18.6,51.3,5.81,0.2,0.1,42.6,0.43,8,84.13,15.43,NaN,NaN,NaN,700,continuous,NaN,NaN,NaN,NaN,steam,fluidised bed,silica,0,pilot,0,22.5,40.5,18.5,14,NaN,12.57,12.7,0.49,NaN,33.42,35.36,"Zhang, Fuel 2017, 188, 628-635"
308,woody biomass,pellets,NaN,18.6,51.3,5.81,0.2,0.1,42.6,0.43,8,84.13,15.43,NaN,NaN,NaN,750,continuous,NaN,NaN,NaN,NaN,steam,fluidised bed,silica,0,pilot,0,25,40,16,14,NaN,12.77,11.9,0.51,NaN,35.22,35.08,"Zhang, Fuel 2017, 188, 628-636"
309,woody biomass,pellets,NaN,18.6,51.3,5.81,0.2,0.1,42.6,0.43,8,84.13,15.43,NaN,NaN,NaN,800,continuous,NaN,NaN,NaN,NaN,steam,fluidised bed,silica,0,pilot,0,25.5,42.5,13,13.5,NaN,12.96,10.4,0.59,NaN,41.05,39.54,"Zhang, Fuel 2017, 188, 628-637"
310,woody biomass,particles,15,16.28,48.3,5.5,0.6,0.01,38.1,7.5,0,71,21.5,NaN,NaN,NaN,850,continuous,NaN,6,0.6,NaN,steam,other,NaN,0,pilot,0,40.4,24.1,21.7,12.2,1.7,12.79,NaN,0.74,219,58.47,45.47,"Iovane, BIOMASS BIOENERG 2013, 56, 423-431"
311,woody biomass,particles,15,16.28,48.3,5.5,0.6,0.01,38.1,7.5,0,71,21.5,NaN,NaN,NaN,850,continuous,NaN,6,0.7,NaN,steam,other,NaN,0,pilot,0,39.4,23.5,23.1,11.3,2.7,12.88,NaN,0.72,217,56.93,44,"Iovane, BIOMASS BIOENERG 2013, 56, 423-431"
312,woody biomass,particles,15,16.28,48.3,5.5,0.6,0.01,38.1,7.5,0,71,21.5,NaN,NaN,NaN,850,continuous,NaN,6,1,NaN,steam,other,NaN,0,pilot,0,52.2,22.1,19.5,6,0.2,10.69,NaN,0.86,212,56.66,43.38,"Iovane, BIOMASS BIOENERG 2013, 56, 423-431"
