#,Plastic,Biomass,% Plastic,% Biomass,C (%),H (%),O (%),N (%),S (%),ASH (%),MC (%),VM (%),AIR (Kg/h),ER,FC (%),TEMPERATURE (°C),H2 (%),CO (%),CO2 (%),CH4 (%),N2 (%),Mass Flow Rate (Kg/h),Volumetric Flow Rate (m3/h),Gas Yield (Nm3/Kg),LHV (MJ/Nm3),H2/CO
2396,PP,Safflower Seed,78.3504,21.6496,77.7543,12.3447,9.2516,0.6495,0,0.3045,2.0438,91.3409,374.5216,0.3019,6.3108,944.2855,24.3249,25.6649,0.5391,1.1222,48.3471,460.0442,476.487,4.76487,6.2626142,0.947788614
2397,PS,Cotton Stalk,96.4814,3.5186,88.6537,8.4363,2.8172,0.0474,0.0455,0.8405,0.3706,98.3279,363.372,0.2853,0.461,733.3128,13.7443,22.1316,2.7843,3.08,58.2476,418.8538,382.9358,3.829358,5.375606,0.621026044
2398,PET,Hazelnut Shell,22.1148,77.8852,53.3155,5.0114,40.576,1.0971,0,0.8354,6.7152,86.0232,226.5444,0.4039,6.4262,976.1867,10.5823,24.4046,8.3205,0.0521,56.64,292.88,246.9174,2.469174,4.2365198,0.433619072
2399,PET,Corn Cobs,20.6121,79.3879,50.6032,5.7359,43.2418,0.4191,0,0.479,10.9933,74.3364,157.2347,0.3016,14.1913,813.7641,12.9794,21.3302,10.6473,1.3871,53.6542,210.6885,180.4125,1.804125,4.5859622,0.608498748
2400,PE,Cotton Husk,48.9503,51.0497,67.8167,9.7697,21.5121,0.8183,0.0832,1.4397,3.0617,88.7705,283.159,0.2916,6.7281,763.4825,19.1601,25.8209,2.2055,3.0426,49.7509,360.0502,350.563,3.50563,6.411975,0.742038426
2401,PE,Coconut Shell,19.2119,80.7881,53.6927,7.0318,39.049,0.1938,0.0327,3.0699,11.5527,81.4149,210.0152,0.357,3.9625,910.4675,16.2433,25.7525,5.579,0.6134,51.8027,273.4726,249.0782,2.490782,5.2186886,0.630746529
2402,PS,Nectarine Stone,64.4131,35.5869,75.3854,7.6867,16.6681,0.1779,0.0818,0.7158,2.9773,89.3936,278.6592,0.2748,6.9133,674.9209,11.8228,19.0349,5.8813,4.1019,59.1338,327.8629,289.4393,2.894393,5.14374,0.621111747
2403,PS,Pistachio Soft Shell,93.6894,6.3106,87.3814,8.3117,4.1971,0.1098,0,1.4192,0.6279,97.0069,527.501,0.4258,0.946,665.3958,6.5451,16.7879,6.9502,3.0818,66.6313,586.6134,486.0069,4.860069,3.9254306,0.389870085
2404,PET,Soybean Cake,36.0484,63.9516,58.155,5.7661,30.1265,5.9524,0,3.3063,21.1797,67.2996,203.8234,0.3652,8.2144,917.517,13.125,25.2477,5.2075,0.4369,55.982,260.3816,229.9422,2.299422,4.7551204,0.519849333
2405,PU,Beetroot Pellets,35.1788,64.8212,48.3503,6.303,42.7074,2.2489,0.3904,0.5243,4.7727,85.6642,144.7836,0.2615,9.0388,893.6309,19.4575,27.6483,6.3313,0.9327,45.4987,211.9162,199.0485,1.990485,5.9190024,0.703750321
2406,PU,Sorghum Stalk,5.504,94.496,46.8054,6.9327,43.1426,1.4606,1.6586,4.7873,9.4971,65.4385,190.1258,0.3763,20.2771,868.6193,9.2859,10.6546,13.1654,0.1602,66.1716,219.9708,177.8662,1.778662,2.4027084,0.871539054
2407,PU,Sugarcane Straw,61.9235,38.0765,57.0791,7.3967,32.7397,2.6792,0.1053,4.5659,3.2164,87.4983,215.398,0.3051,4.7194,769.8401,16.5122,26.8167,4.2144,2.5296,49.8983,289.0357,268.9002,2.689002,6.0678186,0.615743175
2408,PE,Banana Stems,14.4392,85.5608,45.7502,6.2671,47.227,0.7312,0.0245,3.0437,7.9184,78.9884,211.6813,0.4439,10.0495,991.515,9.2434,16.0599,12.3536,0.0065,62.329,257.5685,209.2804,2.092804,3.0241616,0.575557756
2409,PU,Cocoa Pod Husk,65.8828,34.1172,56.0246,7.3657,33.1131,3.3095,0.1871,3.6733,4.6006,87.1258,175.9051,0.2553,4.6003,833.6916,21.2713,30.6033,2.3017,2.0353,43.7381,254.5977,252.3943,2.523943,6.8819536,0.695065565
2410,PP,Safflower Seed,14.8165,85.1835,54.8473,7.9271,34.6701,2.5555,0,1.1982,8.0416,67.3967,247.5888,0.364,23.3635,968.7592,12.2838,13.8386,8.7377,0.0243,65.1151,276.2731,236.2215,2.362215,3.0790134,0.887647594
2411,PP,Plum Stone,70.5933,29.4067,74.5795,11.718,13.3966,0.2558,0.05,6.2388,2.1631,90.1554,390.9908,0.3567,1.4427,972.278,21.3105,25.1092,1.3405,0.5139,51.7178,468.7461,464.3605,4.643605,5.6492694,0.848712822
2412,PU,Castor Seed Hull,89.2566,10.7434,63.3845,7.9803,24.7111,3.7724,0.1517,0.2162,0.8867,95.5013,316.8881,0.3597,3.3958,848.1944,15.7909,25.5625,3.3102,1.3678,53.9395,396.4927,366.1014,3.661014,5.4159646,0.617736919
2413,PE,Sorghum Bagasse,60.2826,39.7174,78.9688,10.1846,10.5301,0.1584,0.1581,2.4115,3.5879,88.346,299.8026,0.2644,5.6546,862.2244,22.2933,26.1942,0.7552,2.0069,48.7203,372.5992,377.9116,3.779116,6.4266158,0.851077719
2414,PET,Rice Husk,80.5569,19.4431,59.6225,4.2283,35.9855,0.1463,0.0174,0.8361,1.7052,90.3366,272.7051,0.4166,7.1221,990.8628,8.5722,25.6265,7.5449,0.0267,58.2253,346.3561,287.6542,2.876542,4.1642952,0.334505297
2415,PS,Nectarine Stone,97.4418,2.5582,89.1354,8.4387,2.4072,0.0128,0.0059,0.2371,0.214,99.0519,433.5132,0.3358,0.497,780.7766,13.1158,25.1224,1.857,2.2932,57.6082,507.4353,461.8699,4.618699,5.4028944,0.522075916
2416,PE,Cocoa Pod Husk,39.8145,60.1855,56.7178,7.8296,34.2119,1.0406,0.2001,6.4801,7.4186,79.7096,177.3891,0.2665,6.3917,898.1612,22.3676,29.1525,2.702,1.1905,44.5364,246.9075,246.0727,2.460727,6.5151148,0.767261813
2417,PS,Spirulina Sp.,52.8964,47.1036,66.2056,7.3726,23.0209,3.1324,0.2685,1.0381,2.7081,88.2182,260.2806,0.2972,8.0356,986.4067,20.0338,29.5729,1.2774,0.4669,48.594,341.7712,333.7034,3.337034,6.056986,0.677437789
2418,PE,Safflower Seed,76.8188,23.1812,77.5247,10.2025,11.2854,0.8568,0.1306,0.3261,2.1884,91.1323,336.4163,0.291,6.3532,859.1897,20.8215,26.6559,0.8022,1.9547,49.7419,417.9339,416.43,4.1643,6.307148,0.781121628
2419,PS,Hazelnut Shell,86.3304,13.6696,84.8147,8.0468,6.9471,0.1914,0,0.3193,1.1704,97.5804,456.0829,0.3812,0.9299,737.7415,10.3328,23.9753,3.2387,2.5428,59.9077,532.6948,467.4978,4.674978,5.0471526,0.43097688
2420,PS,Cocoa Pod Husk,3.6984,96.3016,39.3142,5.7071,53.2356,1.5312,0.2119,10.376,11.8704,67.5391,124.7544,0.38,10.2145,665.7375,6.6529,10.1046,20.2982,2.8143,60.0354,168.2391,129.1464,1.291464,2.9992122,0.658403104
2421,PE,Colza seed,55.6977,44.3023,67.4705,9.1178,20.8077,2.5093,0.0947,4.0556,3.5833,83.7827,265.2372,0.2887,8.5784,951.6661,22.6213,27.5062,1.2296,0.7965,47.8272,341.4845,344.2506,3.442506,6.1940286,0.822407312
2422,PS,Pistachio Soft Shell,78.6436,21.3564,80.6604,7.8698,11.0982,0.3716,0,4.3261,2.125,90.3476,385.5799,0.3602,3.2013,790.211,12.7563,27.1862,1.8595,2.1631,56.0327,466.6106,422.8334,4.228334,5.5775314,0.469219678
2423,PE,Cotton Stalk,94.4441,5.5559,83.7723,10.9539,4.7683,0.2731,0.2324,1.0224,0.5851,97.6457,465.213,0.3607,0.7468,998.9889,19.7033,26.8886,0.4941,0.5421,52.3418,557.8936,545.9089,5.459089,5.7099918,0.732775228
2424,PE,Nectarine Stone,20.5342,79.4658,56.2519,7.2426,35.8474,0.4405,0.2177,1.3107,6.6483,76.5996,245.4948,0.3619,15.4414,676.9826,9.1301,14.5961,11.113,3.1003,61.9979,293.9052,243.5437,2.435437,3.9350668,0.625516405
2425,PS,Durian Shell,81.7533,18.2467,84.7464,8.4921,6.1849,0.5583,0.0182,1.3872,0.8025,94.73,532.7596,0.442,3.0803,871.3902,11.5233,23.7456,3.0882,0.847,60.7926,610.5627,538.5816,5.385816,4.539688,0.485281484
2426,PP,Safflower Seed,67.3494,32.6506,73.7879,11.5798,13.6528,0.9795,0,0.4593,3.0823,87.1949,445.3171,0.3912,9.2635,927.5949,17.7603,20.8207,3.1494,0.5118,57.7566,504.67,474.5232,4.745232,4.724745,0.853011666
2427,PS,Safflower Seed,4.029,95.971,51.1448,6.9614,39.0147,2.8791,0,1.358,9.0599,63.3434,165.3256,0.2815,26.2387,931.0455,14.4736,14.4628,9.9862,0.1033,60.9732,195.7226,169.804,1.69804,3.422443,1.000746743
2428,PET,Rice Straw,76.9151,23.0849,59.5331,4.739,35.655,0.0729,0,1.2033,2.1248,90.3954,237.2565,0.3559,6.2765,749.1561,9.0499,26.7288,7.323,2.0985,54.7977,315.2419,265.8336,2.658336,5.096481,0.338582353
2429,PE,Cocoa Pod Husk,87.8431,12.1569,80.0693,10.5192,8.8576,0.3778,0.1761,1.3089,1.4985,95.8856,357.5514,0.2975,1.307,915.0785,21.5459,26.8502,0.5049,1.4447,49.6258,440.9432,442.7906,4.427906,6.227285,0.802448399
2430,PE,Peach Stone,89.2107,10.7893,81.0972,10.7426,7.3637,0.6125,0.184,0.2721,0.597,96.7056,408.6386,0.3266,2.4253,942.7159,20.5493,27.1757,0.4106,1.1739,50.6641,500.0301,495.9839,4.959839,6.0637188,0.756164515
2431,PE,Cocoa Beans Husk,56.1211,43.8789,67.2306,8.87,22.4005,1.2763,0.2227,3.5103,4.8754,85.7526,282.6572,0.3158,5.8617,889.2808,19.6421,27.0749,1.9078,1.2185,50.1139,358.1917,348.0399,3.480399,5.9690072,0.72547267
2432,PS,DDGS,54.6028,45.3972,72.9826,7.8941,16.4971,2.2626,0.3637,5.7,3.9107,84.7985,244.5786,0.2613,5.5908,713.7492,15.0921,22.5952,3.7873,3.6645,54.7726,299.8717,277.0442,2.770442,5.788833,0.667933897
2433,PE,Rice Straw,38.2188,61.7812,64.2132,8.0428,27.4668,0.2123,0.065,3.2204,5.2544,85.218,208.3556,0.2551,6.3072,712.4476,16.9421,24.7257,4.2409,3.9578,50.1115,271.4337,255.4854,2.554854,6.3620774,0.685202037
2434,PP,Banana Stems,0.8044,99.1956,39.3358,5.5023,54.3493,0.8126,0,3.5288,9.1803,75.6392,146.2916,0.4132,11.6517,665.9168,4.8611,7.2176,22.3501,2.186,63.3825,191.2012,142.5548,1.425548,2.2170044,0.673506429
2435,PP,Elephant Grass,49.9151,50.0849,63.7032,9.5177,25.7644,1.0148,0,0.3052,5.8697,85.3925,293.0243,0.3314,8.4326,820.3932,18.1069,23.0545,3.7513,1.769,53.3155,358.0787,338.7427,3.387427,5.4937142,0.785395476
2436,PE,Coconut Shell,70.1862,29.8138,74.0648,9.6618,15.9501,0.204,0.1193,1.1329,4.2634,93.1288,335.1527,0.3196,1.4749,658.4357,11.4843,16.5719,6.2434,4.486,61.1837,382.6015,336.4355,3.364355,4.9343518,0.692998389
2437,PET,Elephant Grass,81.1835,18.8165,58.3596,4.4966,36.7376,0.4061,0,0.1147,2.3757,90.2949,271.53,0.42,7.2147,670.3629,5.3047,19.1434,12.1122,2.6367,60.8001,346.1815,274.6137,2.746137,3.9289146,0.277103336
2438,PE,DDGS,56.5357,43.4643,71.3297,9.4479,16.4932,2.2849,0.4443,5.3527,3.7442,85.5391,393.3679,0.4046,5.364,854.8329,14.4078,22.1376,3.7487,1.1147,58.5215,458.4493,415.3919,4.153919,4.7444426,0.650829358
2439,PS,Olive Pomace,54.2234,45.7766,74.5338,7.4508,17.7437,0.2249,0.0468,2.3549,3.3909,89.8461,368.5153,0.3792,4.4081,754.6375,11.2379,25.4379,3.5526,2.3314,57.4297,446.283,394.1209,3.941209,5.2535098,0.44177782
2440,PS,Castor Seed Hull,36.8375,63.1625,61.1644,6.5977,32.099,0.139,0,1.3445,2.0651,84.4443,284.9612,0.375,12.1461,744.7924,9.9773,19.5994,8.4998,2.1055,59.8153,346.2446,292.5668,2.925668,4.3008418,0.509061502
2441,PS,Soybean Cake,50.2395,49.7605,73.1283,7.5399,14.7089,4.6229,0,2.6731,16.421,75.9448,320.7922,0.3828,4.9611,791.9271,12.133,24.9638,3.1514,1.8554,57.8943,387.2678,345.2722,3.452722,5.120036,0.486023762
2442,PE,Soy Peel,1.0878,98.9122,45.4898,6.7496,44.8877,2.871,0.0018,7.1424,11.2135,72.7517,205.9884,0.4481,8.8924,871.532,10.3025,15.29,11.7324,0.3346,62.3392,249.5294,205.8407,2.058407,3.1589968,0.673806409
2443,PP,Safflower Seed,33.8797,66.1203,61.7205,9.2526,27.0434,1.9836,0,0.93,6.242,74.5811,235.5061,0.2801,18.2469,677.1144,15.5373,18.2863,6.1186,4.344,55.7058,285.6951,262.1032,2.621032,5.5372542,0.849668878
2444,PE,Açaí Seed,16.1192,83.8808,53.8265,7.1791,38.2782,0.6888,0.0274,11.9195,7.759,73.029,148.4483,0.2625,7.2925,755.807,18.1701,27.508,5.1463,2.9556,46.208,210.0185,198.1354,1.981354,6.4864836,0.660538752
2445,PE,Cherry Stone,95.0242,4.9758,84.1186,10.9517,4.5378,0.2209,0.171,0.0506,0.3771,98.5002,363.7373,0.2776,1.0721,814.7314,20.5778,24.2182,1.0783,2.4465,51.6487,435.0727,432.5654,4.325654,6.1497426,0.849683296
2446,PU,Coconut Shell,3.7031,96.2969,46.7432,6.1235,46.7885,0.3385,0.0063,3.6593,13.7927,77.7743,151.4209,0.3361,4.7737,920.7512,16.0348,26.0925,7.9776,0.4537,49.4384,210.7288,188.4348,1.884348,5.181838,0.614536744
2447,PE,Safflower Seed,84.8324,15.1676,80.4476,10.5473,8.2276,0.6332,0.1442,0.2133,1.4319,94.191,391.5203,0.3199,4.1638,828.3685,18.5894,25.9492,1.0566,2.1493,52.2322,474.9554,460.9985,4.609985,6.0467038,0.716376613
2448,PP,DDGS,90.5342,9.4658,82.4092,13.2176,3.8257,0.4718,0.0758,1.1657,0.8154,96.4005,376.5161,0.279,1.6184,724.4403,20.0229,19.5664,2.2722,3.9012,54.219,432.3914,426.87,4.2687,6.0244692,1.023330812
2449,PS,Cotton Stalk,34.4715,65.5285,61.3961,7.3661,29.5087,0.8819,0.8472,12.1274,6.9009,72.3866,233.4311,0.3452,8.5851,710.9925,11.7958,22.101,6.4409,3.0681,56.4,291.5198,255.0374,2.550374,5.1570522,0.533722456
2450,PET,Sorghum Bagasse,86.7589,13.2411,62.9852,4.9043,32.0548,0.0371,0.0186,0.804,1.3783,91.5119,326.681,0.4453,6.3058,776.2746,6.9122,21.3309,9.0111,1.3389,61.4018,400.648,326.5844,3.265844,3.9135372,0.324046337
2451,PP,Durian Shell,19.755,80.245,65.2981,9.5328,22.6333,2.4555,0.0802,5.3817,3.529,77.4439,335.9407,0.3777,13.6454,744.4525,12.8114,17.2958,6.2713,2.3457,61.2572,384.8147,339.5066,3.395066,4.4026626,0.740723181
2452,PP,Rubber Wood,31.6101,68.3899,61.8949,8.8547,29.1127,0.1377,0,3.3082,4.7714,81.5834,249.4926,0.3063,10.337,851.2838,19.41,24.3435,3.7159,1.4637,51.0646,313.0679,300.0617,3.000617,5.6875656,0.797338098
2453,PP,Durian Shell,6.5439,93.4561,61.9623,8.8221,26.2624,2.8598,0.0935,6.2677,4.11,73.8127,284.8858,0.3535,15.8096,743.8362,13.1219,17.2453,6.8046,2.3878,60.4167,331.8745,292.8016,2.928016,4.4449054,0.760897172
2454,PET,Sorghum Bagasse,97.6751,2.3249,62.3131,4.4338,33.2181,0.0317,0.0033,0.1412,0.4151,94.132,226.9853,0.3165,5.3117,898.8508,12.7325,33.8688,2.9594,0.831,49.6067,314.2453,280.8839,2.808839,5.9400768,0.375935965
2455,PP,Cotton Husk,22.025,77.975,58.1443,9.599,31.1638,1.0929,0,2.199,4.6765,82.7526,202.5847,0.2532,10.3719,781.0064,23.1083,24.6581,3.3017,2.7244,46.203,268.356,270.8618,2.708618,6.5779522,0.937148442
2456,PE,Cotton Stalk,31.6973,68.3027,58.8389,8.175,31.0634,0.9858,0.9369,12.5689,7.193,71.2832,242.3708,0.3651,8.9549,951.9341,16.7057,22.8175,4.82,0.2703,55.1893,294.9239,270.6951,2.706951,4.775988,0.732144188
2457,PS,Cherry Stone,99.0757,0.9243,89.8156,8.4759,1.7028,0.004,0.0018,0.2075,0.07,99.5269,496.4635,0.3804,0.1956,973.1449,15.0218,28.6136,0.3347,0.7437,55.2852,591.9192,551.156,5.51156,5.4939126,0.524988118
2458,PP,Olive Pomace,35.1461,64.8539,66.3738,8.8962,24.3451,0.3186,0.0663,3.1826,4.804,85.5925,369.7473,0.4188,6.4209,943.0313,14.6329,21.8277,4.5506,0.2709,58.706,429.9567,386.9572,3.869572,4.4276256,0.670382129
2459,PE,Rice Straw,9.9227,90.0773,54.2439,6.5968,38.9291,0.2133,0.0169,4.6954,7.6609,78.4569,190.6767,0.3195,9.1868,934.656,16.8745,25.933,5.8196,0.4185,50.9488,251.4641,229.9907,2.299907,5.239827,0.650696024
2460,PET,Durian Shell,3.2611,96.7389,60.3707,8.3351,28.2363,2.9612,0.0967,6.4879,4.2612,72.7535,341.7665,0.4474,16.4974,821.3104,9.607,13.3715,9.0595,0.7964,67.1452,378.2938,315.5548,3.155548,3.0074762,0.718468384
2461,PP,Pistachio Soft Shell,29.608,70.392,57.3821,8.0145,33.3786,1.2248,0,13.7405,7.004,68.5557,160.2321,0.2541,10.6998,898.5478,23.0731,27.5846,3.0678,1.1552,45.1173,219.2432,219.7098,2.197098,6.381116,0.836448598
2462,PU,Plum Stone,39.8646,60.1354,55.1843,7.2697,35.1784,2.1975,0.17,12.758,4.6626,79.757,174.6209,0.2884,2.8224,726.2458,16.0429,27.8689,4.4728,3.5699,47.997,243.6785,226.3293,2.263293,6.5221388,0.575656018
2463,PET,Peach Stone,54.5061,45.4939,52.4134,5.5288,40.1121,1.8093,0.1365,1.1471,2.6318,83.29,195.5549,0.33,12.9311,660.4615,8.1842,17.4728,12.8786,3.4866,57.9287,257.4251,209.5863,2.095863,4.3336692,0.468396594
2464,PS,Pistachio Soft Shell,22.3765,77.6235,55.5257,6.2172,36.9065,1.3506,0,15.1969,7.7235,65.4438,142.9711,0.2653,11.6358,904.8539,18.698,28.5565,4.7158,0.8538,47.1744,199.4426,187.7999,1.877999,5.9231634,0.654772118
2465,PET,DDGS,38.5207,61.4793,56.0856,6.0767,34.2693,3.0759,0.4926,7.5713,5.377,77.5158,255.327,0.4162,9.5359,794.6747,9.2315,18.6115,9.4314,1.2822,61.3256,311.7531,259.041,2.59041,3.8010786,0.496010531
2466,PP,Pistachio Soft Shell,98.0201,1.9799,84.7674,13.6859,1.5122,0.0345,0,0.3865,0.197,98.6296,501.3143,0.3528,0.7869,937.2768,21.6749,24.6119,0.7322,0.9823,51.997,590.8039,591.777,5.91777,5.793652,0.880667482
2467,PS,DDGS,8.306,91.694,55.4236,7.2792,31.9927,4.5699,0.7347,11.3089,7.899,69.4998,154.8073,0.2545,11.2923,754.7364,18.2999,25.7006,4.5283,2.9417,48.3183,213.9017,202.8132,2.028132,6.2677934,0.712041742
2468,PP,Sorghum Bagasse,8.8233,91.1767,69.8478,9.1029,20.8486,0.0729,0.1277,5.536,8.2364,73.2303,343.965,0.3892,12.9973,921.1555,15.0307,20.8579,4.4957,0.4164,59.1765,394.4266,356.8284,3.568284,4.4004822,0.72062384
2469,PS,Sorghum Bagasse,55.4616,44.5384,80.4585,8.5622,10.8813,0.0356,0.0624,2.8152,4.0234,86.834,388.1967,0.3571,6.3274,936.1823,16.523,27.3429,1.2457,0.7324,54.1457,467.8585,440.0745,4.400745,5.4918886,0.604288499
2470,PU,Sugarcane Straw,7.7015,92.2985,44.8171,6.1388,48.5176,0.5135,0.0131,11.068,6.9424,72.6714,175.7201,0.4135,9.3182,869.2749,10.5465,16.7426,12.9555,0.3842,59.3661,221.9464,182.2391,1.822391,3.3861332,0.629920084
2471,PS,Sorghum Bagasse,69.0021,30.9979,83.4202,8.5424,7.9692,0.0248,0.0434,2.0201,2.8002,90.7759,430.6305,0.3734,4.4038,662.7503,8.0504,16.6339,6.7086,3.522,65.073,481.5144,406.1747,4.061747,4.2261906,0.483975496
2472,PU,Castor Seed Hull,35.7415,64.2585,51.9001,6.4872,39.9094,1.6425,0.0608,1.2929,2.3153,83.5024,218.605,0.3524,12.8894,929.1795,13.8109,20.7512,8.4358,0.2272,56.7569,274.0926,238.6243,2.386243,4.187566,0.665547053
2473,PU,Pistachio Soft Shell,41.2982,58.7018,53.8557,6.6833,36.6348,2.7559,0.0702,11.4586,6.0886,73.0381,152.8377,0.2678,9.4147,987.1384,21.1267,29.0726,3.6849,0.2802,45.815,214.9223,208.7463,2.087463,6.0451428,0.726687672
2474,PET,Soybean Cake,13.8166,86.1834,56.7592,6.2641,28.9657,8.011,0,4.4557,28.4695,57.7777,131.2647,0.2601,9.2971,850.2498,18.7305,29.5312,2.6492,1.6335,47.4535,186.6461,179.0024,1.790024,6.3286182,0.634261391
2475,PP,Sunflower Seed Hulls,68.8798,31.1202,82.5849,10.5046,6.4437,0.4668,0,0.3112,3.2676,90.8797,382.0967,0.3108,5.5415,701.7277,14.2953,19.6215,3.6495,3.7139,58.7142,436.0781,400.0097,4.000097,5.3457776,0.728552863
2476,PS,Beetroot Pellets,67.1602,32.8398,73.3666,7.4241,18.651,0.3908,0.1675,0.3999,2.311,92.9754,253.5969,0.2575,4.3137,724.266,15.0753,24.2964,3.6267,3.434,53.5237,315.4076,291.3542,2.913542,5.9188508,0.620474638
2477,PS,Cocoa Pod Husk,7.3078,92.6922,41.2215,5.8117,51.2891,1.4738,0.2039,9.9946,11.4255,68.7482,95.4311,0.2664,9.8317,651.4312,11.1646,17.7319,16.7353,4.549,49.7167,145.5044,119.6916,1.196916,5.0685382,0.629633598
2478,PU,Soy Peel,78.4242,21.5758,61.2356,7.9393,26.7723,3.9196,0.1333,1.558,2.9165,92.4174,353.7924,0.4325,3.1081,664.4932,8.2989,17.6111,8.2856,3.4517,62.3226,421.8327,353.2107,3.532107,4.3509884,0.471231212
2479,PE,Beetroot Pellets,16.6325,83.3675,46.7639,6.223,45.5327,1.027,0.4534,0.6743,5.8668,82.5048,138.2607,0.2682,10.9541,967.256,19.067,26.2166,7.6448,0.2144,46.6947,198.4974,183.3731,1.833731,5.4392828,0.727287291
2480,PET,Olive Pomace,57.7046,42.2954,59.5503,5.1279,35.0531,0.2254,0.0433,2.0756,3.2542,87.6544,207.3766,0.3103,7.0158,697.2191,9.6839,26.4424,7.4228,3.2336,53.2016,281.0364,239.5504,2.395504,5.5352324,0.366226212
2481,PP,Rice Husk,62.1571,37.8429,71.7503,10.0438,17.9352,0.2367,0.0338,1.6272,2.9896,89.2068,296.4295,0.286,6.1764,748.827,18.6589,24.4858,2.3688,3.2897,51.1858,367.4099,355.7772,3.557772,6.2780846,0.762029421
2482,PET,Nectarine Stone,55.9738,44.0262,56.1824,5.1641,38.315,0.2373,0.1013,0.7262,3.8009,84.0655,192.0001,0.3074,11.4074,710.5626,10.1235,24.1186,9.279,2.8427,53.6019,260.5713,220.1752,2.201752,5.1499682,0.419738293
2483,PU,Coffee Husk,74.7064,25.2936,59.8412,7.7569,29.1373,3.1377,0.127,0.5733,2.8101,92.2243,353.8133,0.4445,4.3923,655.1872,7.4957,15.9307,9.5783,3.4269,63.5385,419.164,345.5725,3.455725,4.043634,0.470519186
2484,PS,Açaí Seed,95.4888,4.5112,88.2808,8.4027,3.2813,0.0352,0,0.832,0.4173,98.3587,544.2856,0.4299,0.392,981.6633,13.3567,26.522,1.5176,0.2504,58.3527,632.2693,572.5247,5.725247,4.8739388,0.503608325
2485,PU,Durian Shell,18.597,81.403,61.3105,8.4347,26.8698,3.272,0.113,5.4594,3.6915,76.8299,326.6003,0.4107,14.0192,963.6212,13.4441,18.3487,6.1181,0.0866,61.9798,372.1324,327.2595,3.272595,3.7949018,0.732700409
2486,PET,DDGS,8.4143,91.5857,53.1061,6.9303,34.6627,4.5671,0.7338,11.279,7.9073,69.1056,144.09,0.2538,11.7081,943.3297,21.7627,27.4292,3.8514,0.5863,46.1575,202.4746,198.0613,1.980613,6.0163462,0.793413588
2487,PET,Banana Stems,17.843,82.157,43.1022,5.2381,50.9812,0.6785,0,2.9227,7.6409,78.8794,173.1172,0.4266,10.557,661.7002,4.965,9.3304,20.3636,2.4082,62.9297,224.6787,169.6108,1.696108,2.573986,0.532131527
2488,PE,Peach Stone,5.3148,94.6852,43.1294,7.186,45.6494,3.7421,0.2931,2.3875,5.2392,71.2448,133.3149,0.2658,21.1285,730.6758,12.8995,10.9323,13.6321,2.3791,60.0189,167.028,140.9381,1.409381,3.6223336,1.179943836
2489,PU,Peach Stone,18.9896,81.0104,45.465,7.2112,43.0587,3.9897,0.2753,2.0427,4.5965,75.0017,226.7094,0.4176,18.3591,716.4305,6.3425,6.8441,14.9963,1.512,70.2144,258.1667,202.4158,2.024158,2.0886426,0.926710597
2490,PU,DDGS,24.8805,75.1195,55.6115,7.4453,31.5102,4.7889,0.6442,9.2511,6.6204,74.5067,266.0448,0.4161,9.6218,765.5744,10.2857,16.7575,8.7135,1.7561,62.3421,316.1879,267.123,2.67123,3.8509844,0.613796807
2491,PET,Rice Husk,95.582,4.418,61.591,4.3097,34.0384,0.0569,0.0039,0.19,0.5497,93.7008,179.6072,0.2566,5.5595,686.7467,8.9554,25.8677,8.9256,3.3879,52.8582,248.5782,208.6255,2.086255,5.4393816,0.346200087
2492,PE,Colza seed,92.8609,7.1391,82.9973,10.8645,5.3999,0.5805,0.1579,0.6535,0.5774,97.3699,434.5984,0.3394,1.3992,784.4158,16.5193,24.5367,1.6021,2.5249,54.7919,515.0349,487.6407,4.876407,5.7796228,0.673248644
2493,PET,Cotton Stem,85.6289,14.3711,60.2409,4.5783,34.9582,0.1899,0.0327,0.6704,2.2721,89.4795,283.0123,0.4195,7.578,993.8332,8.9486,24.8645,7.368,0.0256,58.7855,354.4218,295.7312,2.957312,4.1085406,0.359894629
2494,PS,Corn Cobs,17.9498,82.0502,55.2467,6.5303,37.7964,0.4267,0,0.531,11.3173,74.571,199.1511,0.3262,13.5807,761.8537,12.3198,20.358,9.0095,2.098,56.2118,252.8464,217.9752,2.179752,4.6467304,0.605157678
2495,PP,Banana Stems,3.4782,96.5218,40.5818,5.7273,52.9002,0.7907,0,3.4337,8.9328,76.2824,105.3292,0.2771,11.3511,801.0613,13.9696,19.5791,15.3163,1.5709,49.5621,156.3755,131.5548,1.315548,4.5380656,0.713495513
2496,PU,Hazelnut Shell,16.0597,83.9403,53.1925,5.6979,39.2327,1.8496,0.0273,0.9003,7.2836,85.8665,246.2431,0.4226,5.9496,663.5746,6.6821,16.8964,12.4439,3.0307,60.9357,311.5312,250.2431,2.502431,3.9356038,0.395474776
2497,PP,Cotton Stalk,25.4574,74.5426,56.2524,8.5733,33.2074,1.0032,0.9637,13.7172,7.8502,68.5393,272.2847,0.4319,9.8933,842.7007,12.1533,16.6779,7.9602,0.8509,62.1578,313.5021,269.8812,2.698812,3.718594,0.728706852
2498,PET,Cotton Husk,38.3355,61.6645,54.9123,6.84,37.3717,0.876,0,1.739,3.7788,84.4118,285.7478,0.4313,10.0704,709.7865,7.8568,14.6361,11.6683,2.2661,63.5696,340.5649,276.9208,2.769208,3.5039468,0.536809669
