#,Plastic,Biomass,% Plastic,% Biomass,C (%),H (%),O (%),N (%),S (%),ASH (%),MC (%),VM (%),AIR (Kg/h),ER,FC (%),TEMPERATURE (°C),H2 (%),CO (%),CO2 (%),CH4 (%),N2 (%),Mass Flow Rate (Kg/h),Volumetric Flow Rate (m3/h),Gas Yield (Nm3/Kg),LHV (MJ/Nm3),H2/CO
2499,PET,Beetroot Pellets,86.9185,13.0815,59.1311,4.4509,36.1691,0.1823,0.0667,0.1058,1.1031,92.6399,211.35,0.318,6.1512,899.1137,12.6978,32.4087,4.3332,0.7285,49.814,294.4676,260.6894,2.606894,5.7156616,0.391802201
2500,PE,Soy Peel,68.7156,31.2844,73.1736,9.7924,15.8655,1.0516,0.1168,2.259,3.5466,91.3682,410.021,0.3945,2.8262,733.868,12.626,21.9353,4.1031,2.6969,58.6173,481.5805,430.654,4.30654,5.092946,0.575601884
2501,PE,Hazelnut Shell,21.2137,78.7863,58.2641,6.4759,34.0765,1.1475,0.0361,0.8451,6.7459,87.0451,193.9542,0.2832,5.3639,984.1452,20.1102,31.8721,2.2542,0.4036,45.3501,272.4168,264.3609,2.643609,6.332275,0.630965641
2502,PET,Coffee Husk,87.3443,12.6557,59.6889,4.5713,35.7131,0.0267,0,0.2868,1.3652,92.2527,264.1322,0.392,6.0953,666.9838,5.8796,21.6377,10.6173,2.9874,58.8747,341.8554,275.3796,2.753796,4.4308362,0.271729435
2503,PS,Sunflower Seed Hulls,21.0913,78.9087,78.995,4.2383,15.583,1.1836,0,0.8313,8.2854,77.7055,363.8488,0.4078,13.1778,885.6483,7.5359,25.8198,4.4822,0.4483,61.7132,432.9841,363.2512,3.632512,4.2276634,0.291865158
2504,PET,Hazelnut Shell,39.6607,60.3393,55.3102,4.8587,38.9742,0.8568,0,0.6472,5.2497,87.9756,151.6139,0.2553,6.1275,912.8809,17.2069,35.6072,3.2036,0.9066,43.0745,232.362,217.525,2.17525,6.6694152,0.483242153
2505,PU,Sorghum Stalk,24.9962,75.0038,50.7009,7.2106,38.7113,2.0256,1.3515,3.7998,7.6618,72.1366,157.1768,0.2683,16.4018,797.4707,17.0897,20.3151,8.0589,1.9217,52.1645,206.4572,187.685,1.87685,5.0933588,0.841231399
2506,PET,Peach Stone,18.1737,81.8263,44.6216,6.4833,45.4198,3.2298,0.2455,2.0633,4.5659,74.1857,150.0742,0.2994,19.1851,652.3687,8.3695,9.4496,16.4147,3.366,62.2887,190.0078,151.7441,1.517441,3.2995836,0.885698866
2507,PS,Nectarine Stone,21.1825,78.8175,57.3883,6.7023,35.334,0.3941,0.1813,1.3424,6.594,76.7522,282.9149,0.4188,15.3114,730.1448,7.5353,13.3781,11.9359,1.8399,65.2647,329.8866,266.496,2.66496,3.1581372,0.563256367
2508,PET,Sorghum Stalk,61.286,38.714,55.7959,5.3094,37.6966,0.5224,0.6757,1.9613,4.006,82.6334,202.862,0.328,11.3993,752.9503,10.3885,23.107,9.1471,2.1097,55.0492,268.5912,226.8841,2.268841,4.7887126,0.449582378
2509,PS,Pistachio Soft Shell,14.072,85.928,51.816,5.9733,40.7156,1.4951,0,16.8013,8.5498,61.7683,210.2426,0.4447,12.8806,773.6884,7.0991,13.053,13.556,1.1176,65.1731,250.8744,199.3863,1.993863,2.8114816,0.54386731
2510,PS,Coffee Husk,63.6895,36.3105,72.9042,7.6672,19.4286,0,0,0.9504,3.3907,90.9514,342.2966,0.3536,4.7075,748.4903,12.482,26.3501,3.1185,2.6454,55.401,422.0951,379.1994,3.791994,5.6152218,0.473698392
2511,PE,Sunflower Seed Hulls,82.5174,17.4826,84.2352,9.7839,5.4051,0.4355,0.1403,0.1748,1.8357,95.0534,348.3462,0.2791,2.9361,762.128,17.4363,23.2226,1.9138,2.9497,54.4495,411.1619,393.2685,3.932685,5.8651606,0.75083324
2512,PU,Sugarcane Straw,59.6802,40.3198,56.5718,7.3446,33.3925,2.5896,0.1015,4.835,3.3706,86.8848,259.1758,0.3738,4.9096,864.2185,14.7934,23.7688,5.4821,1.0014,54.9305,325.88,293.0493,2.930493,4.9510572,0.622387331
2513,PET,Sorghum Stalk,50.0212,49.9788,53.9412,5.5934,38.9276,0.6655,0.8723,2.532,5.1106,79.1252,190.9442,0.3224,13.2322,933.8981,13.6714,24.0998,7.8187,0.2585,53.8925,250.3229,218.3689,2.183689,4.605629,0.567282716
2514,PE,Beetroot Pellets,60.4443,39.5557,67.373,8.8385,22.8863,0.5976,0.3045,0.3199,2.7837,91.6884,386.4975,0.4097,5.208,808.0625,12.9334,21.3535,5.0515,1.5359,59.0725,453.7451,402.3428,4.023428,4.6372004,0.605680568
2515,PET,Colza seed,27.6883,72.3117,49.1756,5.9002,41.011,3.9133,0,6.6197,5.9069,72.0775,214.9124,0.4164,15.3959,683.9265,5.6321,9.5206,15.8355,2.1438,66.8653,258.9782,201.3775,2.013775,2.5753428,0.591569859
2516,PE,Banana Stems,39.1587,60.8413,57.373,7.6923,34.2875,0.5806,0.0666,2.1644,5.6307,85.053,297.8568,0.4183,7.1519,938.7945,13.5484,21.0067,6.5108,0.208,58.7115,355.181,312.1,3.121,4.1845354,0.644956133
2517,PS,Plum Stone,38.7386,61.2614,64.4826,7.3349,27.5454,0.533,0.1041,13.0744,4.5063,80.1491,201.2091,0.2789,2.2702,976.7769,21.3344,33.0126,0.4649,0.9371,44.2282,280.2069,280.0145,2.800145,6.7991846,0.64625022
2518,PP,Nectarine Stone,25.0561,74.9439,57.8383,8.1318,33.4829,0.3747,0.1724,1.2361,6.27,77.8097,187.645,0.255,14.6842,856.1533,21.7109,25.0129,4.1884,1.5006,47.5389,247.6838,242.8378,2.428378,6.0336174,0.867988118
2519,PU,Cocoa Beans Husk,60.4714,39.5286,56.8198,7.3353,32.0442,3.5834,0.2174,3.1623,4.7548,85.9115,216.9387,0.3085,6.1714,788.889,16.5423,26.0301,4.3894,2.1912,50.7916,288.1055,267.3424,2.673424,5.8508106,0.635506587
2520,PU,Peach Stone,99.3591,0.6409,65.53,8.2715,21.8293,4.1983,0.1708,0.0162,0.6315,97.7289,408.296,0.4383,1.6234,775.6637,11.0891,20.9573,5.5121,1.8109,60.6008,482.2448,419.0146,4.190146,4.4865448,0.529128275
2521,PU,Elephant Grass,67.4739,32.5261,57.9587,7.2782,31.1555,3.4929,0.1147,0.1982,4.2167,89.2656,259.2209,0.3489,6.3195,714.9329,12.2975,22.4062,6.4089,2.9949,55.8618,329.2348,289.5777,2.895777,5.2234854,0.548843624
2522,PET,Rubber Wood,85.5838,14.4162,60.5534,4.6525,34.7389,0.0552,0,0.6973,1.1855,91.6068,179.9252,0.2612,6.5104,731.2436,11.6279,31.361,5.3509,2.9299,48.7273,257.8674,226.71,2.2671,6.2562034,0.370775804
2523,PE,Chlorella Vulgaris,36.2896,63.7104,64.3949,8.2056,20.572,6.4154,0.4121,1.2267,5.8445,82.6098,241.261,0.2796,10.319,761.1872,17.8526,25.8521,2.4251,2.9393,50.8378,314.0413,300.6481,3.006481,6.2377148,0.690566724
2524,PS,Cocoa Pod Husk,70.4371,29.5629,74.5792,7.6406,17.2451,0.4701,0.065,3.3239,3.644,89.8964,267.7278,0.2765,3.1357,703.5756,13.3115,22.1397,4.4994,3.6415,56.3884,323.5719,292.0138,2.920138,5.5309012,0.601250243
2525,PS,Safflower Seed,62.8876,37.1124,75.0975,7.9032,15.886,1.1134,0,0.6478,3.5035,85.7021,257.4891,0.2533,10.1466,864.3603,20.1702,28.6833,0.8488,1.8884,48.4071,332.0985,328.2278,3.282278,6.4685246,0.703203606
2526,PU,Colza seed,4.9439,95.0561,45.2624,6.588,42.8005,5.3407,0.0084,8.7018,7.718,65.1244,185.8738,0.3951,18.4558,721.3346,6.5565,7.6696,15.4352,1.532,68.8018,218.2031,171.0409,1.710409,2.2229276,0.854868572
2527,PP,Cotton Stalk,49.8961,50.1039,65.8609,10.3032,22.5138,0.6743,0.6477,9.22,5.2765,78.6898,347.1097,0.4006,6.8137,920.391,16.7293,21.0052,4.0615,0.4971,57.6007,401.1861,370.6582,3.706582,4.6313814,0.796436121
2528,PS,Banana Stems,84.9273,15.0727,82.4772,8.0354,9.3639,0.1235,0,0.7061,1.3949,96.1291,420.1116,0.3645,1.7699,650.5543,7.2873,15.3099,7.6474,3.6536,66.0966,468.4044,390.2346,3.902346,4.0240646,0.475986127
2529,PP,Coffee Husk,53.2726,46.7274,65.4701,10.2809,24.249,0,0,1.0591,4.3635,88.253,305.0944,0.324,6.3244,887.0537,20.9665,24.5829,2.5486,1.1678,50.7323,375.937,369.0929,3.690929,5.7798998,0.85288961
2530,PET,Rice Husk,18.0473,81.9527,51.4325,3.8898,44.0862,0.5182,0.0733,3.524,6.5122,76.3407,149.2592,0.3113,13.6231,966.9299,10.0606,25.4603,11.258,0.0518,53.1421,209.995,173.087,1.73087,4.313087,0.395148525
2531,PE,Colza seed,27.2955,72.7045,55.6041,7.7829,32.5833,3.9834,0.0464,6.6557,5.8805,73.3986,220.8486,0.3302,14.0652,778.8162,14.4307,19.0543,7.1757,1.9907,57.3339,270.9763,241.2941,2.412941,4.672028,0.757346111
2532,PP,Coffee Husk,3.9523,96.0477,44.2654,6.5137,49.2209,0,0,2.1769,8.9691,76.382,144.4631,0.3138,12.472,951.1701,15.708,20.5167,10.8369,0.1207,52.8169,192.0928,167.8707,1.678707,4.3247788,0.765620202
2533,PE,Soybean Cake,51.4346,48.5654,71.3675,8.9532,14.9719,4.6199,0.0874,2.5108,16.0266,76.6103,246.3068,0.2846,4.8523,881.1452,20.7644,27.9395,0.7067,1.7439,48.8276,317.2788,315.7937,3.157937,6.3872484,0.743191539
2534,PE,Soy Peel,94.3324,5.6676,83.6599,10.945,4.8722,0.3625,0.1604,0.4093,0.6425,98.4198,435.5919,0.3363,0.5284,788.6431,16.7825,24.5563,1.5235,2.4919,54.6203,515.8166,489.975,4.89975,5.798704,0.683429507
2535,PS,Safflower Seed,18.6591,81.3409,57.0985,7.1955,33.2658,2.4402,0,1.1815,7.6788,68.9008,244.888,0.3553,22.2389,810.9388,10.9332,14.0841,9.8769,1.0386,64.0656,281.9924,237.3825,2.373825,3.327201,0.776279634
2536,PS,Safflower Seed,66.956,33.044,76.7531,7.9683,14.2873,0.9913,0,0.5987,3.1195,87.2475,385.9878,0.3684,9.0343,850.1615,13.8444,25.1118,2.8067,1.2586,56.977,459.8785,417.1199,4.171199,5.1098608,0.551310539
2537,PP,Cherry Stone,1.2105,98.7895,49.0178,6.3025,44.0673,0.4248,0.1877,1.0043,7.4869,70.5944,137.7932,0.2567,20.9144,803.7171,14.4365,17.2657,12.1281,1.5003,54.59,180.5356,155.4878,1.554878,4.2717276,0.836137544
2538,PU,Safflower Seed,40.3642,59.6358,56.0381,7.4552,32.9538,3.4844,0.0686,0.8388,5.8719,76.3833,303.1325,0.431,16.906,821.1372,9.2472,13.1051,10.2369,0.7389,66.6548,342.9393,283.0245,2.830245,2.9144664,0.705618423
2539,PET,Sugarcane Straw,88.9474,11.0526,60.0595,4.5134,35.3772,0.05,0,1.3254,1.0126,92.0236,259.2388,0.3853,5.6384,874.1208,9.8379,27.4579,6.5033,0.6579,55.5422,337.6993,286.5332,2.865332,4.7577168,0.358290328
2540,PS,Plum Stone,38.5985,61.4015,64.4238,7.3322,27.6054,0.5342,0.1044,13.1038,4.5166,80.1042,234.1733,0.3251,2.2754,693.4361,11.6757,22.987,5.9308,3.6723,55.7058,294.0954,258.6321,2.586321,5.472021,0.507926219
2541,PU,Peach Stone,63.2178,36.7822,56.507,7.7947,31.376,4.1045,0.2178,0.9275,2.4145,87.5088,207.2209,0.2758,9.1492,931.6675,21.9754,27.182,2.9344,0.7551,47.0984,280.0785,276.7735,2.767735,6.068601,0.808454124
2542,PP,Açaí Seed,36.376,63.624,61.4386,9.1141,28.9505,0.4968,0,9.041,5.8852,79.363,197.7082,0.2598,5.7108,683.4577,16.9559,21.3816,5.2888,4.8532,51.5126,251.5369,236.2047,2.362047,6.2627644,0.793013619
2543,PET,Elephant Grass,60.6704,39.3296,54.2059,4.6744,40.3043,0.8155,0,0.2397,4.7366,85.5037,238.3674,0.4137,9.52,683.1014,5.6739,16.6148,14.0382,2.3975,61.2728,304.8372,239.7729,2.397729,3.564551,0.341496738
2544,PP,Safflower Seed,23.3488,76.6512,57.9236,8.5204,31.2565,2.2995,0,1.0782,7.2361,70.6123,283.7325,0.3777,21.0734,821.9148,12.0743,13.6154,8.6351,0.9716,64.702,316.9113,271.7506,2.717506,3.3673976,0.886811992
2545,PS,Sugarcane Straw,71.3164,28.6836,76.6833,7.7693,15.4884,0.0591,0,3.5822,2.1431,91.4145,434.3086,0.428,2.8602,713.8692,8.7343,22.1277,5.1868,2.5982,61.3501,509.1234,434.5503,4.345503,4.6615502,0.394722452
2546,PET,DDGS,82.2226,17.7774,60.4106,4.8376,33.6982,0.9112,0.1424,2.1893,1.7041,89.7239,242.0209,0.354,6.3827,694.7428,7.9134,25.5291,7.7368,2.931,55.8506,320.0214,267.2092,2.672092,5.1206118,0.309975675
2547,PP,Cotton Husk,45.3739,54.6261,66.3537,10.8719,22.0088,0.7656,0,1.5405,3.2761,87.7675,276.3492,0.2804,7.4159,834.2942,23.4798,25.367,1.7281,2.0543,47.3676,351.6731,359.2924,3.592924,6.4674998,0.925604131
2548,PP,Peach Stone,76.6107,23.3893,75.0732,12.2386,11.6963,0.9216,0.0702,0.5898,1.2942,92.514,324.7651,0.2701,5.602,713.1982,20.0605,19.9674,2.7351,4.1988,53.0191,382.652,377.2909,3.772909,6.1855968,1.0046626
2549,PE,Rice Husk,21.7874,78.2126,57.1101,5.4061,36.8418,0.5351,0.107,3.3631,6.1788,78.3308,252.8774,0.4106,12.1273,650.9408,5.4615,14.3016,13.7976,2.9431,63.4645,311.1685,245.1571,2.451571,3.4454734,0.381880349
2550,PP,Safflower Seed,53.5289,46.4711,68.805,10.6188,19.1821,1.3941,0,0.6537,4.387,81.9863,347.7111,0.3433,12.973,670.7312,12.992,17.6008,5.6484,4.2228,59.5289,402.3433,360.2552,3.602552,5.1325992,0.738148266
2551,PET,Rice Straw,91.526,8.474,61.202,4.4824,34.2695,0.0461,0,0.4417,0.9129,93.1135,204.1813,0.2933,5.5319,795.2462,11.9609,34.2528,3.3638,1.9854,48.4352,291.0058,258.8016,2.588016,6.3184032,0.34919481
2552,PU,Sorghum Bagasse,25.8152,74.1848,67.6465,8.5497,22.5125,1.1436,0.1478,4.5043,6.8563,77.7156,265.1438,0.3078,10.9238,907.3095,19.5218,26.083,2.3651,0.9451,51.0547,331.6254,320.3316,3.203316,5.7331582,0.748449181
2553,PS,Sunflower Seed Hulls,54.7954,45.2046,83.7812,6.0573,9.4835,0.6781,0,0.5616,4.7465,87.1427,390.1699,0.3665,7.5492,762.8642,9.179,26.6978,2.746,2.1057,59.2696,466.2995,404.8931,4.048931,5.1090954,0.343811101
2554,PP,Banana Stems,73.5648,26.4352,73.2415,11.6254,14.9166,0.2166,0,0.9404,2.4465,93.1412,385.7858,0.3413,3.4719,908.1108,21.1622,24.7019,1.5865,1.0548,51.4929,464.7495,460.143,4.60143,5.7755754,0.856703331
2555,PU,Beetroot Pellets,75.9009,24.0991,59.2435,7.545,29.485,3.4746,0.2519,0.1949,2.1513,93.3574,302.5835,0.3834,4.2964,658.8917,9.1275,18.7036,8.2616,3.9322,59.9147,371.7141,314.4772,3.144772,4.7501512,0.488007656
2556,PET,Peach Stone,5.1407,94.8593,41.8266,6.8256,47.3238,3.7394,0.2846,2.3919,5.2596,70.92,130.8279,0.2786,21.4285,724.8828,10.4237,8.8336,15.7193,2.0657,62.8156,162.6985,132.23,1.3223,2.9783138,1.180005887
2557,PET,Coconut Shell,29.4911,70.5089,50.779,5.5372,43.5408,0.143,0,2.6793,10.1447,82.217,184.1537,0.3615,4.959,804.4632,11.7125,24.5114,9.1121,1.5103,53.152,249.201,212.83,2.1283,4.8940738,0.477838883
2558,PS,Coffee Husk,57.1658,42.8342,69.7967,7.5182,22.6852,0,0,1.0852,3.9999,89.3616,289.1622,0.3182,5.5533,755.4675,14.244,27.4928,2.8377,2.7603,52.6619,367.3484,336.9973,3.369973,5.9906322,0.518099284
2559,PET,Spirulina Sp.,29.5995,70.4005,46.0412,5.5842,43.2826,4.6907,0.4013,1.3934,4.1097,80.9774,156.3947,0.3114,13.5195,836.1357,12.6369,19.4475,11.4574,0.9884,55.321,212.328,179.9232,1.799232,4.1690174,0.649795604
2560,PP,Hazelnut Shell,86.9553,13.0447,81.0258,12.7221,6.0694,0.1826,0,0.1399,1.1169,97.421,581.0049,0.441,1.3222,842.9215,14.7268,20.201,3.4339,1.2335,60.4031,647.8096,590.5876,5.905876,4.5774134,0.729013415
2561,PET,Peach Stone,53.7393,46.2607,52.2489,5.5489,40.2241,1.8393,0.1388,1.1665,2.6726,83.0979,150.1804,0.2543,13.063,992.7637,18.4337,29.0488,5.777,0.1555,46.5377,216.4854,201.1028,2.011028,5.7066574,0.634576988
2562,PS,Soy Peel,22.5141,77.4859,55.211,7.1051,35.4366,2.2473,0,5.6402,8.7844,78.6094,273.0555,0.4397,6.966,845.8732,10.9737,18.7471,8.4294,0.7947,61.0538,326.4538,277.0263,2.770263,3.8317968,0.585354535
2563,PP,Elephant Grass,45.4785,54.5215,61.767,9.1339,27.9944,1.1047,0,0.3323,6.3896,84.1428,214.1861,0.2558,9.1353,759.9677,21.2321,26.3642,2.684,3.1839,46.531,285.8785,284.274,2.84274,6.7547922,0.8053383
2564,PE,Cotton Husk,48.4282,51.5718,67.631,9.7551,21.7071,0.8245,0.0823,1.4544,3.093,88.6559,323.3443,0.3343,6.7967,828.7013,18.2495,24.1881,2.8918,1.7365,52.917,394.8352,376.2104,3.762104,5.6403136,0.754482576
2565,PP,DDGS,99.2978,0.7022,85.3263,13.8031,0.83,0.035,0.0056,0.0865,0.0605,99.27,446.4322,0.3099,0.583,685.0538,16.2175,16.7414,3.466,4.4143,59.1524,492.3269,463.2272,4.632272,5.4412258,0.968706321
2566,PP,Cocoa Beans Husk,87.8844,12.1156,80.4339,12.8856,6.3255,0.3199,0.0351,0.9692,1.3462,95.6298,574.111,0.4412,2.0548,720.0377,11.9708,17.9675,4.7,2.7173,62.636,636.1032,562.9377,5.629377,4.5295448,0.666247391
2567,PET,Colza seed,95.8394,4.1606,61.4222,4.4237,33.9,0.254,0,0.3809,0.5378,93.3889,232.5701,0.3317,5.6924,896.606,12.0225,32.2088,3.9117,0.734,51.1221,317.1641,279.6069,2.796069,5.6195108,0.373267554
2568,PU,Coffee Husk,44.1678,55.8322,52.7795,7.1253,38.1651,1.855,0.0751,1.2654,5.4787,85.3594,167.0977,0.2623,7.8965,711.0859,16.5992,25.88,6.1298,3.7756,47.5873,236.0739,218.4111,2.184111,6.4052584,0.641391036
2569,PS,Peach Stone,63.5934,36.4066,72.1878,7.9377,18.3308,1.4346,0.1092,1.0452,2.0145,88.8168,382.1392,0.3873,8.1235,962.5661,14.865,24.7041,3.1005,0.2617,57.05,453.6002,413.0605,4.130605,4.8118252,0.601721981
2570,PE,Cotton Stem,57.5116,42.4884,70.1604,9.0061,20.0343,0.6047,0.1946,1.9821,6.1859,82.3274,353.2878,0.3754,9.5046,777.7783,13.4508,21.3437,4.6735,2.0042,58.4915,414.7357,371.4586,3.714586,4.8594962,0.630200012
2571,PU,DDGS,26.1947,73.8053,55.7878,7.4599,31.3379,4.7786,0.6359,9.0893,6.5151,74.9161,174.0321,0.2702,9.4795,829.2397,19.7134,26.5633,3.6574,1.8443,48.054,237.6937,229.0323,2.290323,6.1362824,0.742129178
2572,PU,Cherry Stone,25.2392,74.7608,52.8909,6.7325,38.8101,1.3815,0.185,0.76,5.8172,77.224,253.7727,0.4066,16.1988,676.5976,6.6005,10.5368,14.0188,2.5013,66.2878,298.0273,236.5185,2.365185,2.9359562,0.626423582
2573,PP,Colza seed,48.6697,51.3303,64.3298,10.0772,22.8212,2.7718,0,4.699,4.1517,80.9796,243.0912,0.2712,10.1697,780.5175,21.7759,24.5427,2.3604,2.7489,48.5679,311.1523,311.3528,3.113528,6.4282836,0.887265867
2574,PS,Nectarine Stone,62.3043,37.6957,74.5075,7.6387,17.5786,0.1885,0.0867,0.7464,3.1537,88.777,393.4355,0.3947,7.3229,780.2335,11.1503,23.3421,4.3856,1.8372,59.2684,465.5369,407.6598,4.076598,4.8030546,0.477690525
2575,PP,Rice Husk,89.4302,10.5698,81.7029,12.7869,5.4347,0.0661,0.0094,0.4545,0.835,96.625,456.175,0.3431,2.0855,799.5563,18.8778,24.0737,1.3677,2.4392,53.2371,540.4826,525.992,5.25992,5.9453222,0.784166954
2576,PET,Sugarcane Straw,88.0748,11.9252,59.8928,4.5276,35.5281,0.0515,0,1.43,1.076,91.8131,207.6862,0.3101,5.6809,681.2556,7.8866,24.6133,9.3495,3.2372,54.9097,280.4434,232.207,2.32207,5.1119462,0.320420261
2577,PET,Rice Straw,95.7025,4.2975,61.679,4.4091,33.8734,0.0385,0,0.224,0.5665,93.8905,237.7618,0.3374,5.319,762.6556,9.4248,30.3802,5.328,2.0488,52.8164,322.6422,276.3445,2.763445,5.579254,0.310228372
2578,PP,Rubber Wood,88.7874,11.2126,81.6801,13.031,5.2663,0.0226,0,0.5424,0.7823,96.5625,483.2184,0.3612,2.1128,940.6444,20.9844,24.1851,1.1516,0.7915,52.886,566.6324,560.8124,5.608124,5.5969948,0.867658186
2579,PET,DDGS,52.9607,47.0393,57.5147,5.6673,34.0806,2.3606,0.3769,5.793,4.1634,81.5496,234.4263,0.3685,8.494,875.5816,12.0476,24.4683,6.6224,0.7138,56.0554,299.644,259.7148,2.597148,4.639687,0.49237585
2580,PS,Sugarcane Straw,65.2008,34.7992,73.8013,7.6142,18.5129,0.0717,0,4.3034,2.6001,89.6265,380.0175,0.3981,3.47,903.7187,13.6569,26.1189,2.8804,0.7023,56.6406,456.4329,411.8755,4.118755,5.01735,0.52287424
2581,PS,Hazelnut Shell,2.2158,97.7842,51.6744,5.2769,41.6798,1.3689,0,1.0533,8.3726,83.922,195.4811,0.3642,6.6521,792.6676,10.6358,23.4165,9.5614,1.5519,54.8326,261.7289,220.6139,2.206139,4.6547256,0.454201098
2582,PU,Cherry Stone,46.408,53.592,56.515,7.1706,33.954,2.1796,0.1807,0.5448,4.3399,83.0814,217.589,0.307,12.0339,989.8418,18.6512,25.2821,4.5368,0.1609,51.3225,280.5886,263.4405,2.634405,5.2574764,0.737723528
2583,PE,Colza seed,60.8306,39.1694,69.615,9.359,18.6796,2.2429,0.1034,3.5857,3.1681,85.6594,392.1413,0.4058,7.5868,985.985,15.7999,22.3035,3.5243,0.1323,58.2231,454.133,416.2477,4.162477,4.5639936,0.708404511
2584,PU,Corn Cobs,9.3844,90.6156,49.2976,6.3046,43.5165,0.8653,0.016,0.5468,12.555,71.76,182.9904,0.3555,15.1382,735.9709,9.3899,14.3065,13.5024,2.0267,60.7665,227.884,185.8109,1.858109,3.5422868,0.656338028
2585,PE,Cocoa Pod Husk,49.5258,50.4742,61.4395,8.3734,29.0853,0.9065,0.1952,5.4345,6.2216,82.9803,207.4277,0.271,5.3636,938.2727,23.3541,29.8062,1.4406,0.9572,44.3983,283.6277,288.1881,2.881881,6.6205016,0.783531614
2586,PP,Coconut Shell,42.6146,57.3854,62.8667,9.3685,27.6557,0.109,0,2.1806,8.2061,86.5883,296.6604,0.3593,3.025,677.4608,12.4249,20.3913,6.0715,4.0939,57.0121,360.096,319.4848,3.194848,5.3768092,0.609323584
2587,PE,Chlorella Vulgaris,26.4602,73.5398,61.0647,7.7436,23.3694,7.3728,0.4495,1.416,6.7462,79.9299,343.6809,0.4337,11.9079,707.7316,8.238,14.4885,8.8795,2.3411,65.9616,395.3505,327.999,3.27999,3.5533688,0.568588881
2588,PET,Corn Cobs,85.3949,14.6051,60.042,4.5916,35.2644,0.1021,0,0.0881,2.1938,90.9456,284.071,0.4202,6.7725,655.0576,5.0296,19.262,11.7608,2.9495,60.9948,360.2099,285.9666,2.859666,4.0261298,0.261115149
2589,PU,Nectarine Stone,14.5632,85.4368,51.0632,6.52,41.1567,1.0388,0.2213,1.4092,7.2352,74.5413,176.783,0.3071,16.8143,754.4177,12.2115,17.2596,11.1816,2.1306,57.1397,225.0128,191.213,1.91213,4.2563064,0.707519294
2590,PE,Cherry Stone,70.5055,29.4945,74.9461,9.7282,14.8749,0.2749,0.1759,0.2998,2.2353,91.2084,281.7864,0.257,6.2565,843.3139,22.3284,26.8679,0.9167,2.2284,47.6228,358.3352,363.601,3.63601,6.5945898,0.831043736
2591,PU,Safflower Seed,33.9517,66.0483,55.0002,7.3665,34.1682,3.4074,0.0577,0.929,6.4388,74.0685,286.8132,0.4219,18.5637,826.9672,9.1613,12.3911,10.6794,0.6256,67.1274,323.5752,265.9993,2.659993,2.7746638,0.739345175
2592,PP,Rice Straw,77.437,22.563,77.7053,12.099,10.1474,0.0482,0,1.1761,1.9189,94.2172,427.3093,0.3506,2.6878,964.8593,21.5437,24.9942,1.1393,0.6144,51.7071,509.6834,507.2746,5.072746,5.695944,0.861947972
2593,PE,Nectarine Stone,75.6635,24.3365,76.8757,9.988,12.6711,0.2806,0.1846,0.4014,2.036,92.8198,447.2711,0.3934,4.7428,848.4935,15.0345,23.2359,2.9466,1.2899,57.4652,520.9201,478.0798,4.780798,5.0132336,0.647037558
2594,PE,Spirulina Sp.,86.1057,13.8943,79.4886,10.4928,8.6883,1.1048,0.2256,0.275,0.7988,96.5387,364.925,0.3,2.3875,719.3411,16.0205,21.1012,3.0122,3.5652,56.2576,426.2379,399.6584,3.996584,5.6653068,0.759222224
2595,PP,Soy Peel,72.7921,27.2079,74.5366,11.9048,12.7695,0.7891,0,1.9647,3.0845,92.1409,355.7663,0.3111,2.8099,730.9973,18.2313,22.0095,2.5722,3.5615,53.62,423.69,408.3212,4.083212,6.0171944,0.828337763
2596,PET,Corn Cobs,17.249,82.751,50.1132,5.7953,43.6559,0.4356,0,0.4993,11.4501,73.4742,136.1641,0.265,14.5764,674.3258,11.5071,19.9963,12.5053,3.8289,52.1563,190.5769,160.8118,1.608118,5.1330468,0.57546146
2597,PE,Coffee Husk,42.2673,57.7327,60.916,8.3202,30.6032,0.0888,0.0719,1.3085,5.3912,85.807,227.6233,0.2872,7.4933,719.9167,16.6431,25.4303,4.2507,3.6348,50.019,298.3351,279.4213,2.794213,6.302931,0.654459444
2598,PP,Sorghum Stalk,15.9547,84.0453,52.0642,7.9704,37.4051,1.0934,1.4668,4.2578,8.4174,69.2834,158.7336,0.2562,18.0414,730.8309,17.3067,18.6849,7.9847,3.0763,52.4617,204.1667,187.1566,1.871566,5.3247364,0.926239905
2599,PE,Cotton Stem,93.9183,6.0817,83.7156,10.886,4.9584,0.2665,0.1735,0.2837,0.8854,97.4533,359.7982,0.2785,1.3776,940.8642,23.0721,25.9096,0.3866,1.2724,49.3315,438.2939,448.0601,4.480601,6.2119156,0.890484608
2600,PS,Sunflower Seed Hulls,83.585,16.415,87.8694,7.6111,4.2733,0.2462,0,0.3313,1.7236,95.2038,455.0153,0.3728,2.7413,877.2775,13.0135,28.4821,0.8048,1.3336,56.365,544.1191,495.8003,4.958003,5.4716314,0.456901001
2601,PET,Peach Stone,54.9778,45.0222,52.5145,5.5164,40.0432,1.7909,0.1351,1.1352,2.6067,83.4082,154.8249,0.2607,12.8499,677.8929,11.6728,23.5434,10.0211,3.9571,50.752,221.2586,189.9404,1.899404,5.6437726,0.495799247
2602,PS,Banana Stems,76.5392,23.4608,78.1792,7.7785,13.8501,0.1922,0,0.9877,2.1712,94.0863,366.2961,0.3438,2.7548,715.1296,11.0295,22.9436,4.1878,3.0109,58.8244,434.297,382.4221,3.824221,5.1599818,0.480722293
