# ID,Inputs,,,,,,,,,,,,,,,,,,,,,,,,,,,Outputs,,,,,,,,,,,,Other,
# ,Feedstock information,,,,Ultimate Analysis,,,,,Proximate Analysis,,,,Lignocellulosic Composition,,,Gasifier Conditions and Information,,,,,,,,,,,Gas Composition,,,,,,,,Yield and Process Efficiency,,,,Other information and notes,
,Type,Shape,Particle size [mm],LHV [MJ/kg wb],C [%daf],H [%daf],N [%daf],S [%daf],O [%daf],Ash [%db],Moisture [%wb],Volatile Matter [%db],Fixed carbon  [%db],Cellulose [%db],Hemicellulose [%db],Lignin [%db],Temperature [ï¿½C],Operation (Batch/Continuous),Operating Pressure [kPa],Residence time [min],Steam/Biomass [wt/wt],ER,Gasifying agent,Reactor Type,Bed material,Catalyst,Scale,N2 [vol.% db],H2 [vol.% db],CO [vol.% db],CO2 [vol.% db],CH4 [vol.% db],C2Hn [vol.% db],LHV [MJ/Nm3 db],Tar [g/Nm3 db],Gas yield [Nm3/kg wb],Char yield [g/kg wb],CGE [%] (wb),CCE [%] (wb),Reference,Notes
156,municipal solid waste,particles,5,19.99,55.60,7.21,0.88,0.54,35.78,7.12,9.34,77.52,15.36,-,-,-,800.00,continuous,atmospheric,-,1.23,0.00,steam,fixed-bed,-,NiO/?-Al2O3,laboratory scale,0.00,50.50,18.81,21.29,7.43,1.98,10.61,0.76,1.40,-,74.28,66.35,"Wang, Int. J. Hydrog 2012, 37, 6503-6510",Syngas composition had to be read from graphs; LHV for some runs calculated from equation given in paper
157,walnut shell,particles,1.25,18.20,54.84,5.50,0.44,0.12,39.10,1.95,0.00,74.23,23.82,-,-,-,770.00,continuous,atmospheric,40.00,0.00,0.19,air,bubbling fluidised bed,silica sand,-,laboratory scale (20 kW_th),55.50,8.40,17.10,13.80,5.20,0.00,5.00,-,-,-,-,-,"Karatas, Fuel 2018, 214, 285-292",Syngas composition had to be read from graphs; N2 content estimated by difference assuming O2 amount in gas is negligible; average values used when two runs conducted to assess repeatability
158,walnut shell,particles,1.25,18.20,54.84,5.50,0.44,0.12,39.10,1.95,0.00,74.23,23.82,-,-,-,770.00,continuous,atmospheric,40.00,0.00,0.24,air,bubbling fluidised bed,silica sand,-,laboratory scale (20 kW_th),58.20,6.70,15.60,14.90,4.60,0.00,4.40,-,-,-,-,-,"Karatas, Fuel 2018, 214, 285-292",Syngas composition had to be read from graphs; N2 content estimated by difference assuming O2 amount in gas is negligible; average values used when two runs conducted to assess repeatability
159,walnut shell,particles,1.25,18.20,54.84,5.50,0.44,0.12,39.10,1.95,0.00,74.23,23.82,-,-,-,770.00,continuous,atmospheric,40.00,0.00,0.31,air,bubbling fluidised bed,silica sand,-,laboratory scale (20 kW_th),63.80,4.20,12.20,15.80,4.00,0.00,3.40,-,-,-,-,-,"Karatas, Fuel 2018, 214, 285-292",Syngas composition had to be read from graphs; N2 content estimated by difference assuming O2 amount in gas is negligible; average values used when two runs conducted to assess repeatability
160,walnut shell,particles,1.25,18.20,54.84,5.50,0.44,0.12,39.10,1.95,0.00,74.23,23.82,-,-,-,770.00,continuous,atmospheric,40.00,0.00,0.37,air,bubbling fluidised bed,silica sand,-,laboratory scale (20 kW_th),66.50,3.20,10.70,16.30,3.30,0.00,2.80,-,-,-,-,-,"Karatas, Fuel 2018, 214, 285-292",Syngas composition had to be read from graphs; N2 content estimated by difference assuming O2 amount in gas is negligible; average values used when two runs conducted to assess repeatability
161,pistachio shell,particles,1.25,17.82,50.03,5.93,0.40,0.10,43.55,0.27,0.00,83.17,16.56,-,-,-,770.00,continuous,atmospheric,40.00,0.00,0.19,air,bubbling fluidised bed,silica sand,-,laboratory scale (20 kW_th),54.80,5.60,19.10,13.80,6.70,0.00,5.40,-,-,-,-,-,"Karatas, Fuel 2018, 214, 285-292",Syngas composition had to be read from graphs; N2 content estimated by difference assuming O2 amount in gas is negligible; average values used when two runs conducted to assess repeatability
162,pistachio shell,particles,1.25,17.82,50.03,5.93,0.40,0.10,43.55,0.27,0.00,83.17,16.56,-,-,-,770.00,continuous,atmospheric,40.00,0.00,0.24,air,bubbling fluidised bed,silica sand,-,laboratory scale (20 kW_th),57.20,4.40,17.40,15.20,5.80,0.00,4.70,-,-,-,-,-,"Karatas, Fuel 2018, 214, 285-292",Syngas composition had to be read from graphs; N2 content estimated by difference assuming O2 amount in gas is negligible; average values used when two runs conducted to assess repeatability
163,pistachio shell,particles,1.25,17.82,50.03,5.93,0.40,0.10,43.55,0.27,0.00,83.17,16.56,-,-,-,770.00,continuous,atmospheric,40.00,0.00,0.31,air,bubbling fluidised bed,silica sand,-,laboratory scale (20 kW_th),61.40,3.60,14.50,16.00,4.50,0.00,3.80,-,-,-,-,-,"Karatas, Fuel 2018, 214, 285-292",Syngas composition had to be read from graphs; N2 content estimated by difference assuming O2 amount in gas is negligible; average values used when two runs conducted to assess repeatability
164,pistachio shell,particles,1.25,17.82,50.03,5.93,0.40,0.10,43.55,0.27,0.00,83.17,16.56,-,-,-,770.00,continuous,atmospheric,40.00,0.00,0.37,air,bubbling fluidised bed,silica sand,-,laboratory scale (20 kW_th),64.60,3.10,12.40,16.30,3.60,0.00,3.20,-,-,-,-,-,"Karatas, Fuel 2018, 214, 285-292",Syngas composition had to be read from graphs; N2 content estimated by difference assuming O2 amount in gas is negligible; average values used when two runs conducted to assess repeatability
165,pine wood,pellets,12.7x6.25,18.02,47.31,6.47,0.05,0.01,46.16,0.47,8.90,81.24,18.29,-,-,-,800.00,continuous,205.00,-,0.00,0.19,air,fluidised bed,silica sand,limestone,pilot-scale (~800kW),45.16,11.24,19.10,15.54,6.53,2.42,5.77,13.78,-,-,-,-,"Huynh, Fuel 2013, 103, 987-996 ","Feedstock and Syngas composition converted to dry basis where necessary; feedstock LHV estimated with formula based on composition, no distinction made between amount of oxygen in enriched air"
166,oak + maple wood (50/50),pellets,12.7x6.25,17.66,46.99,6.30,0.14,0.02,46.55,1.95,6.25,80.12,17.93,-,-,-,800.00,continuous,205.00,-,0.00,0.20,air,fluidised bed,silica sand,limestone,pilot-scale (~800kW),44.54,12.93,19.30,15.48,6.02,1.72,5.58,-,-,-,-,-,"Huynh, Fuel 2013, 103, 987-996","Feedstock and Syngas composition converted to appropriate basis where necessary; feedstock LHV estimated with formula based on composition, no distinction made between amount of oxygen in enriched air"
167,seed corn,as received,9,15.74,40.38,7.15,1.41,0.17,50.89,1.65,15.01,78.17,20.18,-,-,-,800.00,continuous,205.00,-,0.00,0.22,air,fluidised bed,silica sand,limestone,pilot-scale (~800kW),55.36,5.90,16.53,14.52,4.78,2.91,4.28,13.47,-,-,-,-,"Huynh, Fuel 2013, 103, 987-996","Feedstock and Syngas composition converted to appropriate basis where necessary; feedstock LHV estimated with formula based on composition, no distinction made between amount of oxygen in enriched air"
168,pinewood waste,particles,1.5,18.45,49.33,6.06,0.04,0.00,44.57,0.55,9.40,81.02,18.43,-,-,-,800.00,continuous,-,20.00,1.22,0.00,steam,conical spouted bed,silica sand,-,laboratory scale,0.00,28.43,41.62,12.69,11.68,5.58,15.83,364.00,0.73,8.90,62.63,50.00,"Erkiaga, Chem. Eng. J. 2014, 237, 259-267","Some feedstock properties were converted to appropriate basis, feedstock LHV converted from given HHV, gas yields converted to Nm3/kg, LHV of syngas estimated from gas composition"
169,pinewood waste,particles,1.5,18.45,49.33,6.06,0.04,0.00,44.57,0.55,9.40,81.02,18.43,-,-,-,850.00,continuous,-,20.00,1.22,0.00,steam,conical spouted bed,silica sand,-,laboratory scale,0.00,33.50,38.07,14.21,10.15,4.06,14.48,245.00,0.85,6.30,66.30,59.00,"Erkiaga, Chem. Eng. J. 2014, 237, 259-267","Some feedstock properties were converted to appropriate basis, feedstock LHV converted from given HHV, gas yields converted to Nm3/kg, LHV of syngas estimated from gas composition"
170,pinewood waste,particles,1.5,18.45,49.33,6.06,0.04,0.00,44.57,0.55,9.40,81.02,18.43,-,-,-,900.00,continuous,-,20.00,1.22,0.00,steam,conical spouted bed,silica sand,-,laboratory scale,0.00,38.19,32.66,16.58,8.54,4.02,13.70,142.00,0.96,4.50,71.27,70.00,"Erkiaga, Chem. Eng. J. 2014, 237, 259-267","Some feedstock properties were converted to appropriate basis, feedstock LHV converted from given HHV, gas yields converted to Nm3/kg, LHV of syngas estimated from gas composition"
171,pinewood waste,particles,1.5,18.45,49.33,6.06,0.04,0.00,44.57,0.55,9.40,81.02,18.43,-,-,-,900.00,continuous,-,20.00,0.11,0.00,steam,conical spouted bed,silica sand,-,laboratory scale,0.00,28.64,50.25,7.04,10.05,4.02,15.43,154.00,0.79,10.70,65.65,62.50,"Erkiaga, Chem. Eng. J. 2014, 237, 259-267","Some feedstock properties were converted to appropriate basis, feedstock LHV converted from given HHV, gas yields converted to Nm3/kg, LHV of syngas estimated from gas composition"
172,pinewood waste,particles,1.5,18.45,49.33,6.06,0.04,0.00,44.57,0.55,9.40,81.02,18.43,-,-,-,900.00,continuous,-,20.00,2.33,0.00,steam,conical spouted bed,silica sand,-,laboratory scale,0.00,41.00,30.00,18.00,7.50,3.50,12.98,142.00,1.01,3.60,71.14,70.00,"Erkiaga, Chem. Eng. J. 2014, 237, 259-267","Some feedstock properties were converted to appropriate basis, feedstock LHV converted from given HHV, gas yields converted to Nm3/kg, LHV of syngas estimated from gas composition"
173,pinewood waste,particles,0.65,18.45,49.33,6.06,0.04,0.00,44.57,0.55,9.40,81.02,18.43,-,-,-,850.00,continuous,-,20.00,1.22,0.00,steam,conical spouted bed,silica sand,-,laboratory scale,0.00,31.50,40.00,13.50,10.00,5.00,15.01,243.00,0.74,6.20,60.52,59.00,"Erkiaga, Chem. Eng. J. 2014, 237, 259-267","Some feedstock properties were converted to appropriate basis, feedstock LHV converted from given HHV, gas yields converted to Nm3/kg, LHV of syngas estimated from gas composition"
174,pinewood waste,particles,3,18.45,49.33,6.06,0.04,0.00,44.57,0.55,9.40,81.02,18.43,-,-,-,850.00,continuous,-,20.00,1.22,0.00,steam,conical spouted bed,silica sand,-,laboratory scale,0.00,28.64,37.69,17.09,11.56,5.03,14.98,263.00,0.72,6.40,58.16,59.00,"Erkiaga, Chem. Eng. J. 2014, 237, 259-267","Some feedstock properties were converted to appropriate basis, feedstock LHV converted from given HHV, gas yields converted to Nm3/kg, LHV of syngas estimated from gas composition"
175,pine wood,pellets,6x20,18.50,49.45,5.91,0.10,0.00,44.54,0.33,8.50,80.98,18.69,-,-,-,780.00,continuous,atmospheric,20-60,0.00,0.30,air,fluidised bed,?-alumina ,Nickel (5.5 wt.%),pilot-scale,52.85,14.00,16.50,13.00,3.50,0.15,4.58,-,2.18,-,54.00,74.88,"Ruoppolo, Waste Management 2012, 32, 724-732","Some feedstock properties were converted to appropriate basis, LHV of Syngas converted to units in database by assuming remaining fraction of syngas is N2; gas yield calculated from given CGE; CCE estimated using equation"
176,pine wood,pellets,6x20,18.50,49.45,5.91,0.10,0.00,44.54,0.33,8.50,80.98,18.69,-,-,-,780.00,continuous,atmospheric,20-60,0.65,0.29,air + steam,fluidised bed,?-alumina ,Nickel (5.5 wt.%),pilot-scale,42.44,25.00,14.00,16.50,2.00,0.06,5.06,-,2.60,-,71.00,88.24,"Ruoppolo, Waste Management 2012, 32, 724-732","Some feedstock properties were converted to appropriate basis, LHV of Syngas converted to units in database by assuming remaining fraction of syngas is N2; gas yield calculated from given CGE; CCE estimated using equation"
177,pine wood,pellets,6x20,18.50,49.45,5.91,0.10,0.00,44.54,0.33,8.50,80.98,18.69,-,-,-,780.00,continuous,atmospheric,20-60,0.91,0.29,air + steam,fluidised bed,?-alumina ,Nickel (5.5 wt.%),pilot-scale,47.96,23.50,11.50,15.00,2.00,0.04,4.46,-,2.57,-,62.00,76.63,"Ruoppolo, Waste Management 2012, 32, 724-732","Some feedstock properties were converted to appropriate basis, LHV of Syngas converted to units in database by assuming remaining fraction of syngas is N2; gas yield calculated from given CGE; CCE estimated using equation"
178,pine wood,pellets,6x20,18.50,49.45,5.91,0.10,0.00,44.54,0.33,8.50,80.98,18.69,-,-,-,780.00,continuous,atmospheric,20-60,0.65,0.17,air + steam,fluidised bed,?-alumina ,Nickel (5.5 wt.%),pilot-scale,50.50,17.50,12.00,16.00,4.00,0.00,6.88,-,1.86,-,69.00,61.85,"Ruoppolo, Waste Management 2012, 32, 724-732","Some feedstock properties were converted to appropriate basis, LHV of Syngas converted to units in database by assuming remaining fraction of syngas is N2; gas yield calculated from given CGE; CCE estimated using equation"
179,pine wood,pellets,6x20,18.50,49.45,5.91,0.10,0.00,44.54,0.33,8.50,80.98,18.69,-,-,-,780.00,continuous,atmospheric,20-60,0.00,0.30,air,fluidised bed,quartzite sand,-,pilot-scale,53.03,11.00,17.50,12.50,4.50,1.47,5.83,-,1.46,-,46.00,56.05,"Ruoppolo, Waste Management 2012, 32, 724-732","Some feedstock properties were converted to appropriate basis, LHV of Syngas converted to units in database by assuming remaining fraction of syngas is N2; gas yield calculated from given CGE; CCE estimated using equation"
180,pine wood,pellets,6x20,18.50,49.45,5.91,0.10,0.00,44.54,0.33,8.50,80.98,18.69,-,-,-,780.00,continuous,atmospheric,20-60,0.65,0.29,air + steam,fluidised bed,quartzite sand,-,pilot-scale,51.44,17.00,12.00,15.00,3.50,1.06,4.51,-,2.21,-,54.00,75.05,"Ruoppolo, Waste Management 2012, 32, 724-732","Some feedstock properties were converted to appropriate basis, LHV of Syngas converted to units in database by assuming remaining fraction of syngas is N2; gas yield calculated from given CGE; CCE estimated using equation"
181,pine wood,pellets,6x20,18.50,49.45,5.91,0.10,0.00,44.54,0.33,8.50,80.98,18.69,-,-,-,780.00,continuous,atmospheric,20-60,0.91,0.29,air + steam,fluidised bed,quartzite sand,-,pilot-scale,50.04,17.50,11.50,16.00,4.00,0.96,4.73,-,2.19,-,56.00,76.13,"Ruoppolo, Waste Management 2012, 32, 724-732","Some feedstock properties were converted to appropriate basis, LHV of Syngas converted to units in database by assuming remaining fraction of syngas is N2; gas yield calculated from given CGE; CCE estimated using equation"
182,pine wood,pellets,6x20,18.50,49.45,5.91,0.10,0.00,44.54,0.33,8.50,80.98,18.69,-,-,-,780.00,continuous,atmospheric,20-60,0.00,0.17,air,fluidised bed,quartzite sand,-,pilot-scale,38.51,16.00,23.50,14.50,7.00,0.49,7.50,-,1.63,-,66.00,76.58,"Ruoppolo, Waste Management 2012, 32, 724-732","Some feedstock properties were converted to appropriate basis, LHV of Syngas converted to units in database by assuming remaining fraction of syngas is N2; gas yield calculated from given CGE; CCE estimated using equation"
183,pine wood,pellets,6x20,18.50,49.45,5.91,0.10,0.00,44.54,0.33,8.50,80.98,18.69,-,-,-,780.00,continuous,atmospheric,20-60,0.65,0.17,air + steam,fluidised bed,quartzite sand,-,pilot-scale,42.04,20.00,15.50,16.50,5.00,0.96,6.55,-,1.84,-,65.00,73.97,"Ruoppolo, Waste Management 2012, 32, 724-732","Some feedstock properties were converted to appropriate basis, LHV of Syngas converted to units in database by assuming remaining fraction of syngas is N2; gas yield calculated from given CGE; CCE estimated using equation"
184,polyethylene (80 wt.%)/pine wood sawdust (20 wt.%),pellets,6x20,21.90,54.90,6.80,0.50,0.00,37.80,1.48,5.70,82.61,15.91,-,-,-,780.00,continuous,atmospheric,20-60,0.00,0.23,air,fluidised bed,?-alumina ,Nickel (5.5 wt.%),pilot-scale,36.27,30.00,13.50,16.00,3.50,0.73,6.59,-,2.63,-,79.00,84.70,"Ruoppolo, Waste Management 2012, 32, 724-732","Some feedstock properties were converted to appropriate basis, LHV of Syngas converted to units in database by assuming remaining fraction of syngas is N2; gas yield calculated from given CGE; CCE estimated using equation"
185,polyethylene (80 wt.%)/pine wood sawdust (20 wt.%),pellets,6x20,21.90,54.90,6.80,0.50,0.00,37.80,1.48,5.70,82.61,15.91,-,-,-,780.00,continuous,atmospheric,20-60,0.00,0.19,air,fluidised bed,?-alumina ,Nickel (5.5 wt.%),pilot-scale,46.31,22.00,10.00,19.50,2.00,0.19,4.35,-,2.62,-,52.00,79.20,"Ruoppolo, Waste Management 2012, 32, 724-732","Some feedstock properties were converted to appropriate basis, LHV of Syngas converted to units in database by assuming remaining fraction of syngas is N2; gas yield calculated from given CGE; CCE estimated using equation"
186,polyethylene (80 wt.%)/pine wood sawdust (20 wt.%),pellets,6x20,21.90,54.90,6.80,0.50,0.00,37.80,1.48,5.70,82.61,15.91,-,-,-,780.00,continuous,atmospheric,20-60,0.60,0.12,air + steam,fluidised bed,?-alumina ,Nickel (5.5 wt.%),pilot-scale,32.08,32.00,14.00,16.50,4.00,1.42,7.48,-,2.14,-,73.00,74.56,"Ruoppolo, Waste Management 2012, 32, 724-732","Some feedstock properties were converted to appropriate basis, LHV of Syngas converted to units in database by assuming remaining fraction of syngas is N2; gas yield calculated from given CGE; CCE estimated using equation"
187,polyethylene (80 wt.%)/pine wood sawdust (20 wt.%),pellets,6x20,21.90,54.90,6.80,0.50,0.00,37.80,1.48,5.70,82.61,15.91,-,-,-,780.00,continuous,atmospheric,20-60,0.00,0.23,air,fluidised bed,quartzite sand,-,pilot-scale,44.50,17.00,16.00,10.50,12.00,0.00,7.81,-,2.64,-,94.00,93.18,"Ruoppolo, Waste Management 2012, 32, 724-732","Some feedstock properties were converted to appropriate basis, LHV of Syngas converted to units in database by assuming remaining fraction of syngas is N2; gas yield calculated from given CGE; CCE estimated using equation"
188,polyethylene (80 wt.%)/pine wood sawdust (20 wt.%),pellets,6x20,21.90,54.90,6.80,0.50,0.00,37.80,1.48,5.70,82.61,15.91,-,-,-,780.00,continuous,atmospheric,20-60,0.00,0.19,air,fluidised bed,quartzite sand,-,pilot-scale,48.50,16.00,15.00,11.50,9.00,0.00,6.69,-,1.93,-,59.00,63.25,"Ruoppolo, Waste Management 2012, 32, 724-732","Some feedstock properties were converted to appropriate basis, LHV of Syngas converted to units in database by assuming remaining fraction of syngas is N2; gas yield calculated from given CGE; CCE estimated using equation"
189,olive husk,pellets,6x20,19.30,53.50,5.70,1.00,0.00,39.80,3.51,8.90,74.86,21.62,-,-,-,780.00,continuous,atmospheric,20-60,0.00,0.17,air,fluidised bed,?-alumina ,Nickel (5.5 wt.%),pilot-scale,43.17,17.50,19.00,13.00,6.50,0.83,5.95,-,1.98,-,61.00,75.22,"Ruoppolo, Waste Management 2012, 32, 724-732","Some feedstock properties were converted to appropriate basis, LHV of Syngas converted to units in database by assuming remaining fraction of syngas is N2; gas yield calculated from given CGE; CCE estimated using equation"
190,olive husk,pellets,6x20,19.30,53.50,5.70,1.00,0.00,39.80,3.51,8.90,74.86,21.62,-,-,-,780.00,continuous,atmospheric,20-60,0.44,0.09,air + steam,fluidised bed,?-alumina ,Nickel (5.5 wt.%),pilot-scale,42.11,21.00,18.00,12.50,5.00,1.39,8.64,-,1.47,-,66.00,53.49,"Ruoppolo, Waste Management 2012, 32, 724-732","Some feedstock properties were converted to appropriate basis, LHV of Syngas converted to units in database by assuming remaining fraction of syngas is N2; gas yield calculated from given CGE; CCE estimated using equation"
191,olive husk,pellets,6x20,19.30,53.50,5.70,1.00,0.00,39.80,3.51,8.90,74.86,21.62,-,-,-,780.00,continuous,atmospheric,20-60,0.00,0.17,air,fluidised bed,quartzite sand,-,pilot-scale,48.50,16.00,17.50,12.00,6.00,0.00,6.58,-,1.76,-,60.00,59.12,"Ruoppolo, Waste Management 2012, 32, 724-732","Some feedstock properties were converted to appropriate basis, LHV of Syngas converted to units in database by assuming remaining fraction of syngas is N2; gas yield calculated from given CGE; CCE estimated using equation"
192,olive husk,pellets,6x20,19.30,53.50,5.70,1.00,0.00,39.80,3.51,8.90,74.86,21.62,-,-,-,780.00,continuous,atmospheric,20-60,0.44,0.09,air + steam,fluidised bed,quartzite sand,-,pilot-scale,54.00,17.00,15.00,10.00,4.00,0.00,6.52,-,0.95,-,32.00,26.04,"Ruoppolo, Waste Management 2012, 32, 724-732","Some feedstock properties were converted to appropriate basis, LHV of Syngas converted to units in database by assuming remaining fraction of syngas is N2; gas yield calculated from given CGE; CCE estimated using equation"
193,pine sawdust,dust,2.5,16.24,48.24,7.44,1.28,0.06,42.99,0.92,9.28,84.86,14.22,-,-,-,750.00,continuous,atmospheric,-,0.00,0.20,air,updraft,-,-,-,55.00,6.80,18.70,11.40,6.00,2.10,6.60,87.10,1.44,-,58.52,60.81,"Huili Liu, J. Nat. Gas Chem. 2012, 21, 374-380",Elemental and proximate analysis converted to appropriate basis where necessary; CGE and CCE calculated using equation - some values seem unrealistically high (even >100%); N2 content of Syngas estimated by difference
194,pine sawdust,dust,2.5,16.24,48.24,7.44,1.28,0.06,42.99,0.92,9.28,84.86,14.22,-,-,-,800.00,continuous,atmospheric,-,0.00,0.20,air,updraft,-,-,-,49.90,9.30,21.80,11.00,6.00,2.00,7.06,55.20,1.59,-,69.12,71.10,"Huili Liu, J. Nat. Gas Chem. 2012, 21, 374-380",Elemental and proximate analysis converted to appropriate basis where necessary; CGE and CCE calculated using equation - some values seem unrealistically high (even >100%); N2 content of Syngas estimated by difference
195,pine sawdust,dust,2.5,16.24,48.24,7.44,1.28,0.06,42.99,0.92,9.28,84.86,14.22,-,-,-,850.00,continuous,atmospheric,-,0.00,0.20,air,updraft,-,-,-,44.20,13.00,24.70,10.80,5.50,1.80,7.45,48.90,1.80,-,82.57,83.70,"Huili Liu, J. Nat. Gas Chem. 2012, 21, 374-380",Elemental and proximate analysis converted to appropriate basis where necessary; CGE and CCE calculated using equation - some values seem unrealistically high (even >100%); N2 content of Syngas estimated by difference
196,pine sawdust,dust,2.5,16.24,48.24,7.44,1.28,0.06,42.99,0.92,9.28,84.86,14.22,-,-,-,900.00,continuous,atmospheric,-,0.00,0.20,air,updraft,-,-,-,39.00,16.00,27.90,11.00,5.10,1.00,7.72,41.70,2.01,-,95.55,96.23,"Huili Liu, J. Nat. Gas Chem. 2012, 21, 374-380",Elemental and proximate analysis converted to appropriate basis where necessary; CGE and CCE calculated using equation - some values seem unrealistically high (even >100%); N2 content of Syngas estimated by difference
197,pine sawdust,dust,2.5,16.24,48.24,7.44,1.28,0.06,42.99,0.92,9.28,84.86,14.22,-,-,-,950.00,continuous,atmospheric,-,0.00,0.20,air,updraft,-,-,-,35.10,18.60,31.30,10.40,4.10,0.50,7.70,38.10,2.07,-,98.15,100.56,"Huili Liu, J. Nat. Gas Chem. 2012, 21, 374-380",Elemental and proximate analysis converted to appropriate basis where necessary; CGE and CCE calculated using equation - some values seem unrealistically high (even >100%); N2 content of Syngas estimated by difference
198,pine sawdust,dust,2.5,16.24,48.24,7.44,1.28,0.06,42.99,0.92,9.28,84.86,14.22,-,-,-,800.00,continuous,atmospheric,-,0.00,0.10,air,updraft,-,-,-,52.50,9.80,21.40,8.10,6.00,2.20,7.26,80.40,1.30,-,58.12,53.93,"Huili Liu, J. Nat. Gas Chem. 2012, 21, 374-380",Elemental and proximate analysis converted to appropriate basis where necessary; CGE and CCE calculated using equation - some values seem unrealistically high (even >100%); N2 content of Syngas estimated by difference
199,pine sawdust,dust,2.5,16.24,48.24,7.44,1.28,0.06,42.99,0.92,9.28,84.86,14.22,-,-,-,800.00,continuous,atmospheric,-,0.00,0.30,air,updraft,-,-,-,50.80,9.00,20.10,13.50,5.10,1.50,6.32,43.50,1.89,-,73.55,82.83,"Huili Liu, J. Nat. Gas Chem. 2012, 21, 374-380",Elemental and proximate analysis converted to appropriate basis where necessary; CGE and CCE calculated using equation - some values seem unrealistically high (even >100%); N2 content of Syngas estimated by difference
200,pine sawdust,dust,2.5,16.24,48.24,7.44,1.28,0.06,42.99,0.92,9.28,84.86,14.22,-,-,-,800.00,continuous,atmospheric,-,0.00,0.40,air,updraft,-,-,-,52.00,7.90,18.90,16.10,4.30,0.80,5.37,36.40,2.31,-,76.38,99.87,"Huili Liu, J. Nat. Gas Chem. 2012, 21, 374-380",Elemental and proximate analysis converted to appropriate basis where necessary; CGE and CCE calculated using equation - some values seem unrealistically high (even >100%); N2 content of Syngas estimated by difference
201,pine sawdust,dust,2.5,16.24,48.24,7.44,1.28,0.06,42.99,0.92,9.28,84.86,14.22,-,-,-,800.00,continuous,atmospheric,-,0.00,0.50,air,updraft,-,-,-,55.40,6.50,15.80,18.70,3.10,0.50,4.15,31.90,2.84,-,72.57,116.87,"Huili Liu, J. Nat. Gas Chem. 2012, 21, 374-380",Elemental and proximate analysis converted to appropriate basis where necessary; CGE and CCE calculated using equation - some values seem unrealistically high (even >100%); N2 content of Syngas estimated by difference
202,corn straw,particles,3.75,15.80,45.71,6.21,1.01,0.14,46.94,6.20,6.17,79.42,14.38,-,-,-,900.00,continuous,atmospheric,-,0.00,0.18,air,fixed-bed downdraft,-,-,bench-scale,52.23,7.43,12.20,25.73,1.37,1.05,2.69,7.22,1.35,-,21.17,63.77,"Gai, Int. J. Hydrog 2012, 37, 4935-4944",Average particle size was estimated; Feedstock LHV converted to wb; reduction zone temperature considered as reference temperature; CCE estimated using equation - some values seem unrealistically high (even >100%)
203,corn straw,particles,3.75,15.80,45.71,6.21,1.01,0.14,46.94,6.20,6.17,79.42,14.38,-,-,-,950.00,continuous,atmospheric,-,0.00,0.21,air,fixed-bed downdraft,-,-,bench-scale,53.14,8.55,14.08,21.16,1.91,1.16,3.32,6.85,1.47,-,28.46,65.68,"Gai, Int. J. Hydrog 2012, 37, 4935-4944",Average particle size was estimated; Feedstock LHV converted to wb; reduction zone temperature considered as reference temperature; CCE estimated using equation - some values seem unrealistically high (even >100%)
204,corn straw,particles,3.75,15.80,45.71,6.21,1.01,0.14,46.94,6.20,6.17,79.42,14.38,-,-,-,965.00,continuous,atmospheric,-,0.00,0.24,air,fixed-bed downdraft,-,-,bench-scale,52.16,10.80,16.54,16.30,2.95,1.26,4.43,6.32,1.62,-,41.85,69.49,"Gai, Int. J. Hydrog 2012, 37, 4935-4944",Average particle size was estimated; Feedstock LHV converted to wb; reduction zone temperature considered as reference temperature; CCE estimated using equation - some values seem unrealistically high (even >100%)
205,corn straw,particles,3.75,15.80,45.71,6.21,1.01,0.14,46.94,6.20,6.17,79.42,14.38,-,-,-,975.00,continuous,atmospheric,-,0.00,0.28,air,fixed-bed downdraft,-,-,bench-scale,51.39,12.28,18.25,12.60,3.80,1.68,5.30,5.69,1.81,-,55.94,76.39,"Gai, Int. J. Hydrog 2012, 37, 4935-4944",Average particle size was estimated; Feedstock LHV converted to wb; reduction zone temperature considered as reference temperature; CCE estimated using equation - some values seem unrealistically high (even >100%)
206,corn straw,particles,3.75,15.80,45.71,6.21,1.01,0.14,46.94,6.20,6.17,79.42,14.38,-,-,-,985.00,continuous,atmospheric,-,0.00,0.32,air,fixed-bed downdraft,-,-,bench-scale,52.56,12.76,18.70,10.93,3.51,1.53,5.39,5.13,2.14,-,67.26,85.77,"Gai, Int. J. Hydrog 2012, 37, 4935-4944",Average particle size was estimated; Feedstock LHV converted to wb; reduction zone temperature considered as reference temperature; CCE estimated using equation - some values seem unrealistically high (even >100%)
207,corn straw,particles,3.75,15.80,45.71,6.21,1.01,0.14,46.94,6.20,6.17,79.42,14.38,-,-,-,995.00,continuous,atmospheric,-,0.00,0.36,air,fixed-bed downdraft,-,-,bench-scale,53.60,11.55,16.93,13.02,3.44,1.45,4.99,4.87,2.53,-,73.61,102.22,"Gai, Int. J. Hydrog 2012, 37, 4935-4944",Average particle size was estimated; Feedstock LHV converted to wb; reduction zone temperature considered as reference temperature; CCE estimated using equation - some values seem unrealistically high (even >100%)
